Time (s);Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run1;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run2;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run3;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run4;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run5;Fᵧ (N) --sensor: Force --remote: 1 --Run1;Fᵧ (N) --sensor: Force --remote: 1 --Run2;Fᵧ (N) --sensor: Force --remote: 1 --Run3;Fᵧ (N) --sensor: Force --remote: 1 --Run4;Fᵧ (N) --sensor: Force --remote: 1 --Run5
1.5000000000;-10.2463402799;-6.3800757769;-9.8169816762;-11.0349095542;-8.2609175469;-2.1458574862;-1.5357018265;-2.3558505787;-2.6233334577;-1.7952086431
1.5100000000;-10.3706129611;-6.4317849961;-9.8223925445;-11.3222962465;-8.3795197124;-2.1597249546;-1.5396252824;-2.3558505787;-2.6173900047;-1.8130382453
1.5200000000;-10.4943075886;-6.5208189261;-9.8305125034;-11.5880198520;-8.5127923442;-2.1755734898;-1.5475241528;-2.3558505787;-2.6094782696;-1.8328489144
1.5300000000;-10.6077575410;-6.6322941953;-9.8364940536;-11.8368281023;-8.6580364058;-2.1874598913;-1.5574171155;-2.3558505787;-2.5995853070;-1.8526595835
1.5400000000;-10.7076652661;-6.7735133319;-9.8376103605;-12.0592345684;-8.8173593196;-2.2013273597;-1.5732281989;-2.3558505787;-2.5896795680;-1.8744513195
1.5500000000;-10.7891583492;-6.9365387548;-9.8316877373;-12.2204526587;-8.9870392620;-2.2132137611;-1.5910459012;-2.3558505787;-2.5758367780;-1.9002051893
1.5600000000;-10.8538227316;-7.1191239318;-9.8154778638;-12.2633815600;-9.1638136235;-2.2251001626;-1.6128134269;-2.3558505787;-2.5560629370;-1.9279401261
1.5700000000;-10.9000515313;-7.3185626252;-9.7932727544;-12.1624446914;-9.3492484100;-2.2350054971;-1.6365747044;-2.3578316456;-2.5382201738;-1.9556750628
1.5800000000;-10.9326864881;-7.5321417471;-9.7694127865;-12.0455064154;-9.5444356407;-2.2449108317;-1.6642859536;-2.3578316456;-2.5164523561;-1.9853910665
1.5900000000;-10.9506800632;-7.7528616231;-9.7520122581;-11.9187310879;-9.7392081720;-2.2528350993;-1.6959596291;-2.3558505787;-2.4946597844;-2.0151070701
1.6000000000;-10.9540254963;-7.9908160783;-9.7362696346;-11.7917761949;-9.9280792997;-2.2607593670;-1.7276579002;-2.3558505787;-2.4669604851;-2.0428420069
1.6100000000;-10.9443403306;-8.2295192388;-9.7216154130;-11.6557659599;-10.1158052200;-2.2647215008;-1.7613251434;-2.3558505787;-2.4392245107;-2.0725580105
1.6200000000;-10.9270265725;-8.4676928570;-9.7118206025;-11.5030733968;-10.2997661207;-2.2686836346;-1.7989426456;-2.3558505787;-2.4075504289;-2.1022740142
1.6300000000;-10.9037351566;-8.7010358272;-9.7101437784;-11.3383556110;-10.4713531768;-2.2726457684;-1.8385534236;-2.3558505787;-2.3738830686;-2.1319900178
1.6400000000;-10.8804075841;-8.9327116987;-9.7133693757;-11.1569052284;-10.6336773481;-2.2726457684;-1.8801453950;-2.3558505787;-2.3382345124;-2.1597249546
1.6500000000;-10.8560015157;-9.1616875741;-9.7338804786;-10.9602333158;-10.7867778792;-2.2726457684;-1.9217492831;-2.3558505787;-2.3025740368;-2.1874598913
1.6600000000;-10.8375209531;-9.3922392654;-9.7642024220;-10.7451712066;-10.9258298998;-2.2706647015;-1.9653224979;-2.3538695118;-2.2669135764;-2.2132137611
1.6700000000;-10.8201545010;-9.6195932088;-9.7999753873;-10.5137932552;-11.0470223617;-2.2667025677;-2.0089074871;-2.3538695118;-2.2273143043;-2.2369865641
1.6800000000;-10.8060303336;-9.8436916323;-9.8314659620;-10.2741339212;-11.1545997574;-2.2627404339;-2.0544619399;-2.3538695118;-2.1857221217;-2.2607593670
1.6900000000;-10.7989365836;-10.0645345467;-9.8580770422;-10.0236703615;-11.2518304431;-2.2587783001;-2.1000280281;-2.3538695118;-2.1460878506;-2.2825511030
1.7000000000;-10.7924234253;-10.2917743955;-9.8787267502;-9.7618221127;-11.3366075305;-2.2548161662;-2.1475637138;-2.3538695118;-2.1025259502;-2.3023617721
1.7100000000;-10.7832166021;-10.5265972812;-9.8880151052;-9.4949786127;-11.4099783799;-2.2488729655;-2.1931412182;-2.3538695118;-2.0609107113;-2.3221724412
1.7200000000;-10.7712971927;-10.7663341476;-9.8880681081;-9.2253852680;-11.4778550505;-2.2389676310;-2.2367375075;-2.3558505787;-2.0212766859;-2.3400020434
1.7300000000;-10.7528894019;-11.0173900314;-9.8842923100;-8.9642793890;-11.5386970936;-2.2310433633;-2.2803223947;-2.3578316456;-1.9816540612;-2.3538695118
1.7400000000;-10.7241954920;-11.2766209946;-9.8745612247;-8.7118551459;-11.5930223112;-2.2211380288;-2.3219373918;-2.3578316456;-1.9440013251;-2.3657559132
1.7500000000;-10.6862726430;-11.5370165669;-9.8604807617;-8.4723800258;-11.6440554057;-2.2132137611;-2.3655110545;-2.3578316456;-1.9024199850;-2.3776423147
1.7600000000;-10.6331930639;-11.7968876947;-9.8415207214;-8.2464606244;-11.6891508947;-2.2013273597;-2.4051558962;-2.3578316456;-1.8667262715;-2.3875476492
1.7700000000;-10.5579099688;-12.0524606829;-9.8263095356;-8.0341059890;-11.7282783127;-2.1874598913;-2.4408383430;-2.3578316456;-1.8310659603;-2.3934908500
1.7800000000;-10.4690155179;-12.2956453054;-9.8116590550;-7.8379840158;-11.7598281110;-2.1716113560;-2.4745285205;-2.3578316456;-1.7973757827;-2.3994340507
1.7900000000;-10.3681767202;-12.5204490881;-9.8018671054;-7.6650768893;-11.7832456686;-2.1577438876;-2.5042673172;-2.3578316456;-1.7676369860;-2.4014151176
1.8000000000;-10.2586397345;-12.7257329582;-9.8001948988;-7.5160344796;-11.7963786662;-2.1438764193;-2.5320139721;-2.3578316456;-1.7398903312;-2.4014151176
1.8100000000;-10.1377248836;-12.9028991590;-9.8023441404;-7.3876632197;-11.7981300429;-2.1280278840;-2.5577794327;-2.3558505787;-1.7121545707;-2.3974529838
1.8200000000;-10.0108127709;-13.0421932050;-9.8055932320;-7.2793761975;-11.7863413680;-2.1121793487;-2.5795933429;-2.3538695118;-1.6863891772;-2.3934908500
1.8300000000;-9.8784726118;-13.1451190647;-9.8088482193;-7.1922322071;-11.7583056800;-2.0943497465;-2.5974448809;-2.3538695118;-1.6645753903;-2.3855665823
1.8400000000;-9.7461031696;-13.2052538730;-9.8137219487;-7.1246470786;-11.7080898662;-2.0765201443;-2.6093635777;-2.3538695118;-1.6486944457;-2.3756612478
1.8500000000;-9.6207485223;-13.2252114133;-9.8169856372;-7.0744589837;-11.6393869870;-2.0586905421;-2.6192797883;-2.3538695118;-1.6348159886;-2.3637748463
1.8600000000;-9.5083823087;-13.2066310837;-9.8153841157;-7.0405653247;-11.5474067478;-2.0428420069;-2.6252442321;-2.3538695118;-1.6248892994;-2.3499073779
1.8700000000;-9.4041797864;-13.1586558895;-9.8126773703;-7.0266868715;-11.4401492666;-2.0289745385;-2.6272463184;-2.3558505787;-1.6169543290;-2.3340588427
1.8800000000;-9.3118924698;-13.0872886167;-9.8083459595;-7.0302132906;-11.3128692035;-2.0111449363;-2.6252860508;-2.3578316456;-1.6129712321;-2.3162292405
1.8900000000;-9.2288421575;-12.9807811966;-9.8002283879;-7.0494996535;-11.1724943789;-1.9952964010;-2.6193634327;-2.3578316456;-1.6129504873;-2.2944375045
1.9000000000;-9.1620302913;-12.8594105015;-9.7953289641;-7.0861228972;-11.0169511065;-1.9834099995;-2.6094784675;-2.3578316456;-1.6168920914;-2.2726457684
1.9100000000;-9.1055572379;-12.7276866420;-9.7942242948;-7.1347664969;-10.8472906413;-1.9695425312;-2.5976020135;-2.3598127125;-1.6228251860;-2.2488729655
1.9200000000;-9.0626301084;-12.5845807165;-9.7963775024;-7.1996202914;-10.6694306580;-1.9576561297;-2.5817734831;-2.3598127125;-1.6307394512;-2.2251001626
1.9300000000;-9.0251700427;-12.4381361722;-9.7985474877;-7.2786139667;-10.4882654597;-1.9457697282;-2.5619826148;-2.3598127125;-1.6406348853;-2.1993462928
1.9400000000;-8.9947542755;-12.2905844852;-9.8023366573;-7.3695770615;-10.3070671412;-1.9358643937;-2.5382294117;-2.3598127125;-1.6544824974;-2.1735924229
1.9500000000;-8.9708514049;-12.1451699778;-9.8045149028;-7.4746138792;-10.1312392138;-1.9259590591;-2.5124849380;-2.3598127125;-1.6703213826;-2.1458574862
1.9600000000;-8.9502201220;-11.9944068936;-9.8061451303;-7.5921541148;-9.9597626307;-1.9160537246;-2.4847593029;-2.3578316456;-1.6901125432;-2.1161414825
1.9700000000;-8.9323041318;-11.8323105970;-9.8056135390;-7.7211043558;-9.7947747604;-1.9101105239;-2.4530813466;-2.3558505787;-1.7118948714;-2.0864254789
1.9800000000;-8.9165609092;-11.6733231178;-9.8066903928;-7.8657240193;-9.6368345122;-1.9021862562;-2.4194122769;-2.3558505787;-1.7376295708;-2.0586905421
1.9900000000;-8.9013683368;-11.4993282626;-9.8088549767;-8.0276813628;-9.4870215739;-1.8942619886;-2.3837620505;-2.3558505787;-1.7653553344;-2.0289745385
2.0000000000;-8.8840192282;-11.3128283339;-9.8137240067;-8.2064659800;-9.3512555265;-1.8902998548;-2.3441593610;-2.3538695118;-1.7970335630;-2.0012396017
2.0100000000;-8.8650399128;-11.1063295540;-9.8148277039;-8.3940510996;-9.2118681852;-1.8883187879;-2.3025657104;-2.3538695118;-1.8307027546;-1.9735046650
2.0200000000;-8.8433534057;-10.8808315511;-9.8180720373;-8.5945939878;-9.0794274733;-1.8863377209;-2.2589909075;-2.3558505787;-1.8663531003;-1.9457697282
2.0300000000;-8.8248926991;-10.6368822280;-9.8224067043;-8.8108314210;-8.9502790709;-1.8863377209;-2.2154064033;-2.3578316456;-1.9020131492;-1.9180347915
2.0400000000;-8.8086073201;-10.3739496353;-9.8256669403;-9.0374559259;-8.8243859234;-1.8863377209;-2.1698504128;-2.3578316456;-1.9416161825;-1.8922809217
2.0500000000;-8.7939521005;-10.0968641458;-9.8256826648;-9.2786667127;-8.6985242815;-1.8863377209;-2.1242848155;-2.3598127125;-1.9792668987;-1.8685081187
2.0600000000;-8.7884828160;-9.8035236894;-9.8300017564;-9.5323872791;-8.5748119563;-1.8883187879;-2.0787192284;-2.3598127125;-2.0208512117;-1.8486974496
2.0700000000;-8.7911563534;-9.4965941193;-9.8354215098;-9.7905643794;-8.4548818295;-1.8942619886;-2.0311820182;-2.3617937794;-2.0585112987;-1.8288867805
2.0800000000;-8.8014275799;-9.1911476040;-9.8381468982;-10.0466636612;-8.3392868339;-1.9002051893;-1.9836353393;-2.3617937794;-2.0981240972;-1.8110571784
2.0900000000;-8.8236132805;-8.8846418675;-9.8370799071;-10.3005925684;-8.2242704130;-1.9061483900;-1.9380603925;-2.3617937794;-2.1377463213;-1.7932275762
2.1000000000;-8.8615136605;-8.5920987330;-9.8343751133;-10.5550256679;-8.1280685765;-1.9120915908;-1.8944666104;-2.3617937794;-2.1773685370;-1.7773790409
2.1100000000;-8.9156866547;-8.3120491784;-9.8305827490;-10.7982323289;-8.0379568586;-1.9200158584;-1.8528539915;-2.3598127125;-2.2169907445;-1.7635115725
2.1200000000;-8.9796553054;-8.0439404461;-9.8381244283;-11.0332551465;-7.9586501270;-1.9299211930;-1.8112506821;-2.3578316456;-2.2546410914;-1.7516251710
2.1300000000;-9.0566288672;-7.7942172349;-9.8646183114;-11.2585345086;-7.8885815533;-1.9437886613;-1.7716192762;-2.3578316456;-2.2903102782;-1.7417198365
2.1400000000;-9.1498624356;-7.5672401203;-9.8091232162;-11.4660220732;-7.8314985215;-1.9596371966;-1.7359409674;-2.3578316456;-2.3279421808;-1.7337955689
2.1500000000;-9.2474912810;-7.3684245376;-9.7824060322;-11.6513246963;-7.7885112339;-1.9735046650;-1.7022529884;-2.3578316456;-2.3596673100;-1.7258713012
2.1600000000;-9.3500001520;-7.1999706545;-9.8125243742;-11.8170582787;-7.7590921239;-1.9873721334;-1.6725181870;-2.3558505787;-2.3913650445;-1.7219091674
2.1700000000;-9.4568515300;-7.0527596104;-9.9087859842;-11.9707521249;-7.7464616343;-2.0032206686;-1.6447736284;-2.3558505787;-2.4191186493;-1.7199281005
2.1800000000;-9.5707430611;-6.9315455085;-10.1527155425;-12.2299634022;-7.7506494723;-2.0190692039;-1.6190102238;-2.3558505787;-2.4448820539;-1.7219091674
2.1900000000;-9.7996877073;-6.7541243782;-10.3028041455;-12.3339052404;-7.8098313957;-2.0368988061;-1.5972001150;-2.3538695118;-2.4686643057;-1.7238902343
2.2000000000;-9.9163207288;-6.7048915876;-10.4380238355;-12.4194095602;-7.8692389494;-2.0547284083;-1.5793523048;-2.3518884449;-2.4884932228;-1.7318145019
2.2100000000;-10.0275824139;-6.6806882238;-10.5559021277;-12.4880653060;-7.9471150437;-2.0725580105;-1.5654667911;-2.3499073779;-2.5083042885;-1.7417198365
2.2200000000;-10.1269666358;-6.6728769846;-10.7548152387;-12.5393684837;-8.0439729689;-2.0864254789;-1.5555435715;-2.3459452441;-2.5241708267;-1.7536062380
2.2300000000;-10.2181791984;-6.6856248583;-10.9152041692;-12.5807716071;-8.1603552732;-2.1022740142;-1.5456380422;-2.3400020434;-2.5360750718;-1.7674737063
2.2400000000;-10.3055556528;-6.7131003010;-11.0123289502;-12.6108093943;-8.2973398791;-2.1181225494;-1.5416495332;-2.3340588427;-2.5459893654;-1.7853033085
2.2500000000;-10.3848324579;-6.7579014526;-11.0357612685;-12.6241224363;-8.4453037904;-2.1339710847;-1.5396597007;-2.3281156419;-2.5519501356;-1.8031329107
2.2600000000;-10.4516692666;-6.8163159234;-11.0327336770;-12.6190166176;-8.6014413192;-2.1498196200;-1.5435958432;-2.3201913743;-2.5559210344;-1.8249246467
2.2700000000;-10.5092547318;-6.8941840794;-11.0068916866;-12.5959968368;-8.7635750514;-2.1656681553;-1.5515029591;-2.3102860397;-2.5559383366;-1.8467163827
2.2800000000;-10.5586929017;-6.9867642586;-10.9496588616;-12.5561389387;-8.9332831652;-2.1795356237;-1.5613998666;-2.3003807052;-2.5519933552;-1.8704891857
2.2900000000;-10.6021445210;-7.0891732885;-10.8840862479;-12.5010614057;-9.1020183582;-2.1914220251;-1.5752504413;-2.2884943037;-2.5460586198;-1.8942619886
2.3000000000;-10.6412419196;-7.2013480187;-10.8093001329;-12.4291923461;-9.2696683890;-2.2033084266;-1.5930632949;-2.2746268354;-2.5341976161;-1.9200158584
2.3100000000;-10.6862185686;-7.3265019508;-10.7258290366;-12.3367706892;-9.4351620886;-2.2151948280;-1.6128658248;-2.2607593670;-2.5203383960;-1.9457697282
2.3200000000;-10.7296325542;-7.4641411844;-10.6342155080;-12.2285321081;-9.5958074759;-2.2251001626;-1.6366221275;-2.2449108317;-2.5025254021;-1.9735046650
2.3300000000;-10.7703431552;-7.6185439275;-10.5323125750;-12.0992253649;-9.7472847802;-2.2350054971;-1.6643407040;-2.2290622964;-2.4827228060;-1.9992585348
2.3400000000;-10.8131824498;-7.7881583119;-10.4238672413;-11.9471586110;-9.8981096019;-2.2449108317;-1.6960215523;-2.2112326942;-2.4589663670;-2.0269934716
2.3500000000;-10.8549641592;-7.9799278263;-10.3094496370;-11.7765723525;-10.0430348108;-2.2528350993;-1.7277191848;-2.1934030920;-2.4312476567;-2.0527473414
2.3600000000;-10.8967367388;-8.1832267638;-10.1944439578;-11.5912738626;-10.1846706763;-2.2587783001;-1.7613895904;-2.1735924229;-2.4015394545;-2.0804822781
2.3700000000;-10.9352814260;-8.4000619426;-10.0751299319;-11.3955948732;-10.3214439817;-2.2627404339;-1.7990139397;-2.1537817538;-2.3698501205;-2.1082172149
2.3800000000;-10.9689569894;-8.6358183168;-9.9541657774;-11.1773349037;-10.4533343898;-2.2667025677;-1.8386277084;-2.1339710847;-2.3381525019;-2.1359521516
2.3900000000;-10.9972118537;-8.8852052768;-9.8315740995;-10.9469602369;-10.5840925910;-2.2686836346;-1.8802226065;-2.1121793487;-2.3044820072;-2.1617060215
2.4000000000;-11.0135850967;-9.1529781059;-9.7100450762;-10.7094524443;-10.7137656646;-2.2706647015;-1.9237986333;-2.0923686796;-2.2688303828;-2.1874598913
2.4100000000;-11.0196370874;-9.4365177308;-9.5944436054;-10.4606220082;-10.8461046756;-2.2706647015;-1.9693557881;-2.0725580105;-2.2311976293;-2.2112326942
2.4200000000;-11.0153812294;-9.7261447098;-9.4848098670;-10.2105389906;-10.9741897046;-2.2686836346;-2.0149210893;-2.0527473414;-2.1915837476;-2.2369865641
2.4300000000;-10.9986651733;-10.0222753832;-9.3784534087;-9.9609722997;-11.0990062379;-2.2647215008;-2.0604863843;-2.0329366723;-2.1539347656;-2.2587783001
2.4400000000;-10.9710855363;-10.3190209560;-9.2769664062;-9.7087454793;-11.2232472411;-2.2587783001;-2.1080247194;-2.0131260032;-2.1143208285;-2.2825511030
2.4500000000;-10.9272743116;-10.6093413118;-9.1782095881;-9.4602120674;-11.3421219132;-2.2528350993;-2.1555711015;-1.9972774679;-2.0766719221;-2.3023617721
2.4600000000;-10.8704164374;-10.8979751274;-9.0805509549;-9.2149427676;-11.4544992018;-2.2468918986;-2.2011443666;-1.9814289326;-2.0390310412;-2.3221724412
2.4700000000;-10.8021526520;-11.1780129241;-8.9866681774;-8.9836069890;-11.5614380896;-2.2389676310;-2.2467096375;-1.9655803974;-1.9994170227;-2.3380209765
2.4800000000;-10.7171142703;-11.4450816880;-8.9008884520;-8.7642418685;-11.6575911115;-2.2290622964;-2.2903017285;-1.9517129290;-1.9617682272;-2.3538695118
2.4900000000;-10.6227926152;-11.6985934870;-8.8216319118;-8.5568129419;-11.7428934382;-2.2171758950;-2.3319126842;-1.9358643937;-1.9241273608;-2.3677369801
2.5000000000;-10.5214010529;-11.9256754866;-8.7467327414;-8.3618541957;-11.8060869890;-2.2033084266;-2.3715425054;-1.9219969253;-1.8884597355;-2.3796233816
2.5100000000;-10.4145714923;-12.1309984489;-8.6761737153;-8.1761699246;-11.8502534454;-2.1894409582;-2.4091911929;-1.9081294570;-1.8527999762;-2.3875476492
2.5200000000;-10.3044697779;-12.3092585727;-8.6174902440;-8.0002431253;-11.8738228253;-2.1755734898;-2.4448587475;-1.8962430555;-1.8191135192;-2.3954719169
2.5300000000;-10.1943425605;-12.4587835417;-8.5658977787;-7.8415597089;-11.8773121776;-2.1617060215;-2.4765718416;-1.8863377209;-1.7893815223;-2.3954719169
2.5400000000;-10.0901364127;-12.5897420814;-8.5235111270;-7.6964989137;-11.8623364757;-2.1458574862;-2.5062960356;-1.8744513195;-1.7576917086;-2.3974529838
2.5500000000;-9.9870533146;-12.6974285321;-8.4925004071;-7.5644676749;-11.8267698474;-2.1300089509;-2.5340390992;-1.8645459849;-1.7299409364;-2.3954719169
2.5600000000;-9.8839786511;-12.7812498980;-8.4739591163;-7.4459917949;-11.7695145882;-2.1141604156;-2.5558541974;-1.8566217173;-1.7041790025;-2.3915097831
2.5700000000;-9.7932854870;-12.8476351625;-8.4625124063;-7.3378742156;-11.6986022054;-2.0983118803;-2.5736993624;-1.8526595835;-1.6803981975;-2.3835855154
2.5800000000;-9.7075333920;-12.8918328151;-8.4624251077;-7.2448733962;-11.6055459065;-2.0824633451;-2.5915292273;-1.8506785166;-1.6605719972;-2.3736801809
2.5900000000;-9.6272022962;-12.9212951987;-8.4699621009;-7.1638581009;-11.5057991431;-2.0685958767;-2.6054120793;-1.8486974496;-1.6447080494;-2.3617937794
2.6000000000;-9.5528347253;-12.9366456352;-8.4888628873;-7.1001220470;-11.3979330448;-2.0527473414;-2.6153326805;-1.8486974496;-1.6229314351;-2.3459452441
2.6100000000;-9.4817428774;-12.9453994173;-8.5132341821;-7.0516099925;-11.2835381451;-2.0368988061;-2.6212910322;-1.8486974496;-1.6189162147;-2.3300967088
2.6200000000;-9.4133677197;-12.9417426071;-8.5473378274;-7.0188235474;-11.1637057175;-2.0210502708;-2.6232871357;-1.8506785166;-1.6149465342;-2.3142481736
2.6300000000;-9.3444746296;-12.9256076592;-8.5960524617;-7.0012364347;-11.0422029150;-2.0052017356;-2.6213209924;-1.8566217173;-1.6129579351;-2.2944375045
2.6400000000;-9.2815002450;-12.8980674489;-8.6561843231;-7.0031160672;-10.9206818637;-1.9893532003;-2.6153926034;-1.8645459849;-1.6109768402;-2.2726457684
2.6500000000;-9.2228781631;-12.8532331809;-8.7180168547;-7.0298719442;-10.7954056698;-1.9754857319;-2.6055019701;-1.8724702526;-1.6149167699;-2.2508540324
2.6600000000;-9.1621346267;-12.7792355862;-8.7900923277;-7.0724981383;-10.6668683034;-1.9616182635;-2.5936227959;-1.8803945202;-1.6208526610;-2.2270812295
2.6700000000;-9.1024519257;-12.6823795694;-8.8660137706;-7.1345997307;-10.5372218114;-1.9477507952;-2.5758150422;-1.8902998548;-1.6307434026;-2.2013273597
2.6800000000;-9.0384693284;-12.5638105258;-8.9484252456;-7.2178364382;-10.4064903060;-1.9338833268;-2.5540376831;-1.9021862562;-1.6426226291;-2.1755734898
2.6900000000;-8.9749932223;-12.4235404855;-9.0373468417;-7.3158170779;-10.2730641606;-1.9219969253;-2.5302718680;-1.9160537246;-1.6564829753;-2.1518006869
2.7000000000;-8.9142137290;-12.2572769559;-9.1311629882;-7.4359309217;-10.1331694795;-1.9101105239;-2.5025511246;-1.9319022599;-1.6742982508;-2.1240657502
2.7100000000;-8.8561468026;-12.0655088520;-9.2282461056;-7.5793581186;-9.9905206342;-1.9002051893;-2.4728419804;-1.9497318621;-1.6960757646;-2.0983118803
2.7200000000;-8.8018695434;-11.8509251681;-9.3237373103;-7.7434410439;-9.8414029591;-1.8902998548;-2.4391778565;-1.9655803974;-1.7198416528;-2.0705769436
2.7300000000;-8.7530055644;-11.6124822585;-9.4235251820;-7.9308138836;-9.6873849148;-1.8843566540;-2.4035253862;-1.9814289326;-1.7475625470;-2.0408609399
2.7400000000;-8.7106438570;-11.3555348367;-9.5287302766;-8.1308211434;-9.5317040879;-1.8784134533;-2.3658918005;-1.9992585348;-1.7752978465;-2.0131260032
2.7500000000;-8.6769466528;-11.0871183767;-9.6377446738;-8.3470500091;-9.3658090189;-1.8744513195;-2.3243031590;-2.0170881370;-1.8089549655;-1.9853910665
2.7600000000;-8.6535454363;-10.8083823743;-9.7500180137;-8.5747418269;-9.2014132321;-1.8704891857;-2.2827002175;-2.0368988061;-1.8426335372;-1.9596371966
2.7700000000;-8.6523015706;-10.5257790335;-9.8698553595;-8.8100831350;-9.0322045301;-1.8685081187;-2.2410972798;-2.0567094752;-1.8782860974;-1.9319022599
2.7800000000;-8.6592960984;-10.2425984942;-9.9886696639;-9.0540895507;-8.8650906716;-1.8704891857;-2.1955463124;-2.0765201443;-1.9178937885;-1.9041673231
2.7900000000;-8.6819693412;-9.9556549984;-10.1063989284;-9.3089159278;-8.7012204513;-1.8704891857;-2.1499811984;-2.0963308134;-1.9555415850;-1.8784134533
2.8000000000;-8.7155273915;-9.6702816361;-10.2214271684;-9.5633601417;-8.5448995813;-1.8724702526;-2.1044160885;-2.1121793487;-1.9931823279;-1.8526595835
2.8100000000;-8.7157642558;-9.6682720856;-10.2222370915;-9.5651519488;-8.5437992951;-1.8724981549;-2.1040952075;-2.1300089509;-1.9934543546;-1.8525061205
2.8100704225;-8.7606328378;-9.3849981683;-10.3373817658;-9.8181557264;-8.3956506626;-1.8764463376;-2.0586905421;-2.1478385531;-2.0329366723;-1.8307980916
2.8200352113;-8.8737607445;-8.8508537032;-10.5529489146;-10.2917084353;-8.1360430494;-1.8863377209;-1.9696949228;-2.1656681553;-2.1120408109;-1.7912465092
2.8400000000;-8.9447406708;-8.6076208185;-10.6512010408;-10.5185593801;-8.0343748456;-1.8942619886;-1.9280850839;-2.1834977575;-2.1496884676;-1.7753979740
2.8500000000;-9.0233497253;-8.3742437908;-10.7423892017;-10.7340921299;-7.9501068993;-1.9041673231;-1.8845079874;-2.1993462928;-2.1873291943;-1.7615305056
2.8600000000;-9.0998565462;-8.1533166420;-10.8205985936;-10.9403718110;-7.8821258614;-1.9140726577;-1.8428982036;-2.2132137611;-2.2249699179;-1.7496441041
2.8700000000;-9.1838908883;-7.9411091604;-10.8917140726;-11.1336828333;-7.8320311822;-1.9239779922;-1.8032695376;-2.2270812295;-2.2606364027;-1.7397387696
2.8800000000;-9.2663612963;-7.7440251846;-10.9552381730;-11.3091571003;-7.8003766122;-1.9378454606;-1.7656219890;-2.2389676310;-2.2982702887;-1.7318145019
2.8900000000;-9.3525919592;-7.5648165488;-11.0117059364;-11.4731492583;-7.7866307845;-1.9517129290;-1.7299555570;-2.2528350993;-2.3339367207;-1.7258713012
2.9000000000;-9.4410037850;-7.4045850381;-11.0584271362;-11.6257481934;-7.7902511475;-1.9675614643;-1.6982445469;-2.2647215008;-2.3656477308;-1.7219091674
2.9100000000;-9.5272751924;-7.2579719102;-11.0964608071;-11.7707001460;-7.8096211829;-1.9814289326;-1.6685214368;-2.2746268354;-2.3973451694;-1.7219091674
2.9200000000;-9.6173035408;-7.1238477933;-11.1274308091;-11.9085918160;-7.8431132657;-1.9952964010;-1.6407794419;-2.2845321699;-2.4270682541;-1.7238902343
2.9300000000;-9.7030469892;-6.9989795203;-11.1491929010;-12.0442475620;-7.8890997732;-2.0091638694;-1.6150185615;-2.2924564375;-2.4528358500;-1.7278523681
2.9400000000;-9.7887611006;-6.8930007962;-11.1633488990;-12.1739864038;-7.9486382799;-2.0250124047;-1.5951875885;-2.2964185714;-2.4766156162;-1.7318145019
2.9500000000;-9.8766306125;-6.8038620158;-11.1699098032;-12.2934751916;-8.0190544508;-2.0408609399;-1.5753766955;-2.3003807052;-2.4964398498;-1.7377577027
2.9600000000;-9.9655924058;-6.7331525475;-11.1699533478;-12.4026558739;-8.1019321973;-2.0547284083;-1.5595146865;-2.3023617721;-2.5142763000;-1.7476630372
2.9700000000;-10.0534836884;-6.6803516152;-11.1618701853;-12.5009931398;-8.1929910961;-2.0705769436;-1.5476149011;-2.3043428390;-2.5281571745;-1.7595494387
2.9800000000;-10.1402899460;-6.6449166711;-11.1461883223;-12.5825910068;-8.2911135205;-2.0864254789;-1.5396773384;-2.3023617721;-2.5400503112;-1.7734169071
2.9900000000;-10.2222388700;-6.6327507106;-11.1234502803;-12.6511180202;-8.4021970657;-2.1022740142;-1.5357019976;-2.2983996383;-2.5479878294;-1.7892654423
3.0000000000;-10.3052332744;-6.6363929534;-11.0941985797;-12.7001996371;-8.5150209362;-2.1181225494;-1.5356888778;-2.2944375045;-2.5499885976;-1.8070950445
3.0100000000;-10.3839234303;-6.6638256439;-11.0557421923;-12.7281439746;-8.6321581516;-2.1339710847;-1.5396379782;-2.2865132368;-2.5480205857;-1.8249246467
3.0200000000;-10.4620460865;-6.7156662523;-11.0102189634;-12.7220792275;-8.7547098391;-2.1478385531;-1.5475492978;-2.2785889692;-2.5460394974;-1.8447353158
3.0300000000;-10.5342367468;-6.7913829012;-10.9549484322;-12.6807643076;-8.8783890836;-2.1617060215;-1.5594228359;-2.2706647015;-2.5401092238;-1.8685081187
3.0400000000;-10.6036935973;-6.8893586121;-10.8926076134;-12.6165011939;-9.0074510565;-2.1735924229;-1.5752585916;-2.2607593670;-2.5321913459;-1.8942619886
3.0500000000;-10.6677430591;-7.0090402355;-10.8215973257;-12.5283809426;-9.1381775404;-2.1874598913;-1.5950565641;-2.2488729655;-2.5183430900;-1.9180347915
3.0600000000;-10.7247505173;-7.1531087194;-10.7451408631;-12.4131763655;-9.2947077512;-2.1973652259;-1.6188167526;-2.2350054971;-2.5025008203;-1.9457697282
