Time (s);Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run1;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run2;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run3;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run4;Ay (m/s²) --sensor: Accelerometer --remote: 1 --Run5;Fᵧ (N) --sensor: Force --remote: 1 --Run1;Fᵧ (N) --sensor: Force --remote: 1 --Run2;Fᵧ (N) --sensor: Force --remote: 1 --Run3;Fᵧ (N) --sensor: Force --remote: 1 --Run4;Fᵧ (N) --sensor: Force --remote: 1 --Run5
3.0700000000;-10.7763223870;-7.3189040552;-10.6573304362;-12.2783431719;-9.4369837542;-2.2072705604;-1.6445644800;-2.2211380288;-2.4827027670;-1.9715235981
3.0800000000;-10.8262422366;-7.5021017210;-10.5592054346;-12.1186233500;-9.5801930001;-2.2151948280;-1.6742680107;-2.2072705604;-2.4609171955;-1.9992585348
3.0900000000;-10.8729175192;-7.7096447289;-10.4534679407;-11.9393032989;-9.7346959298;-2.2231190957;-1.7059590379;-2.1914220251;-2.4371505177;-2.0289745385
3.1000000000;-10.9125645829;-7.9362277228;-10.3444476149;-11.7463441276;-9.8957558081;-2.2290622964;-1.7396311706;-2.1755734898;-2.4133774713;-2.0586905421
3.1100000000;-10.9435419747;-8.1823360273;-10.2273209389;-11.5435713222;-10.0638631664;-2.2350054971;-1.7772591662;-2.1577438876;-2.3836801533;-2.0884065458
3.1200000000;-10.9674564446;-8.4366905054;-10.1117595933;-11.3401393011;-10.2374111398;-2.2389676310;-1.8148998180;-2.1399142855;-2.3519890715;-2.1161414825
3.1300000000;-10.9853964804;-8.7007947459;-9.9929742388;-11.1249155347;-10.4126226762;-2.2429297648;-1.8564900628;-2.1220846833;-2.3183168848;-2.1438764193
3.1400000000;-10.9919782710;-8.9719772933;-9.8736292280;-10.9036489856;-10.5867748215;-2.2429297648;-1.8980928832;-2.1042550811;-2.2846384111;-2.1735924229
3.1500000000;-10.9925582948;-9.2534368511;-9.7521244857;-10.6823076624;-10.7426452281;-2.2429297648;-1.9416705381;-2.0844444120;-2.2489851025;-2.1973652259
3.1600000000;-10.9850144145;-9.5360681168;-9.6365361177;-10.4593591640;-10.9101652077;-2.2409486979;-1.9872292964;-2.0666148098;-2.2113506900;-2.2251001626
3.1700000000;-10.9666374750;-9.8165597919;-9.5274544023;-10.2390692576;-11.0675859192;-2.2369865641;-2.0308194057;-2.0487852076;-2.1737100499;-2.2468918986
3.1800000000;-10.9379495868;-10.0889694847;-9.4221871753;-10.0220278066;-11.2093244113;-2.2330244302;-2.0763781973;-2.0289745385;-2.1360694122;-2.2667025677
3.1900000000;-10.9021888824;-10.3500166754;-9.3180218670;-9.8071699371;-11.3396296640;-2.2270812295;-2.1219431771;-2.0111449363;-2.0964538623;-2.2865132368
3.2000000000;-10.8599147777;-10.6023584166;-9.2262633782;-9.5912672567;-11.4499425269;-2.2211380288;-2.1655332206;-1.9933153341;-2.0568321431;-2.3043428390
3.2100000000;-10.8084349260;-10.8449449272;-9.1308081533;-9.3742795802;-11.5423323512;-2.2132137611;-2.2110920616;-1.9754857319;-2.0172104263;-2.3201913743
3.2200000000;-10.7461150733;-11.0799161867;-9.0385644222;-9.1626373028;-11.6173567440;-2.2052894935;-2.2527070907;-1.9596371966;-1.9795636830;-2.3360399096
3.2300000000;-10.6777976541;-11.3019170275;-8.9511932093;-8.9558844116;-11.6777083233;-2.1973652259;-2.2962848785;-1.9437886613;-1.9399480665;-2.3479263110
3.2400000000;-10.6002776709;-11.5098224629;-8.8703220507;-8.7524065478;-11.7169616344;-2.1874598913;-2.3378937508;-1.9299211930;-1.9023013652;-2.3598127125
3.2500000000;-10.5173094476;-11.7106107007;-8.7921866388;-8.5537916397;-11.7393573660;-2.1775545567;-2.3755464898;-1.9160537246;-1.8666357699;-2.3697180470
3.2600000000;-10.4262202405;-11.9043462488;-8.7210773007;-8.3605954169;-11.7470854826;-2.1656681553;-2.4131871099;-1.9021862562;-1.8329512805;-2.3776423147
3.2700000000;-10.3313071467;-12.0861908908;-8.6591773140;-8.1690726923;-11.7444664189;-2.1518006869;-2.4468776006;-1.8902998548;-1.7992728328;-2.3835855154
3.2800000000;-10.2347534063;-12.2566378415;-8.6032645822;-7.9818574984;-11.7283140658;-2.1399142855;-2.4785809647;-1.8784134533;-1.7675694687;-2.3875476492
3.2900000000;-10.1387290667;-12.4162296330;-8.5522409285;-7.8086305936;-11.7061254600;-2.1260468171;-2.5083032239;-1.8685081187;-1.7398223093;-2.3895287161
3.3000000000;-10.0437864728;-12.5638959251;-8.5131098332;-7.6457570999;-11.6758187378;-2.1121793487;-2.5320941432;-1.8625649180;-1.7140622394;-2.3895287161
3.3100000000;-9.9499288922;-12.6953258417;-8.4848352898;-7.4980159175;-11.6368367153;-2.0963308134;-2.5558671599;-1.8546406504;-1.6883081380;-2.3835855154
3.3200000000;-9.8501460355;-12.8142439785;-8.4630967545;-7.3670735213;-11.5918627875;-2.0785012112;-2.5737147156;-1.8486974496;-1.6684794977;-2.3776423147
3.3300000000;-9.7632698650;-12.9115440087;-8.4516430756;-7.2508049519;-11.5398459142;-2.0626526760;-2.5875941346;-1.8467163827;-1.6486686526;-2.3697180470
3.3400000000;-9.6780890187;-12.9887566433;-8.4515754654;-7.1486483434;-11.4818517735;-2.0468041407;-2.5994865371;-1.8447353158;-1.6328081851;-2.3558505787
3.3500000000;-9.6004677819;-13.0383686443;-8.4591254074;-7.0638139776;-11.4195031131;-2.0309556054;-2.6074226315;-1.8467163827;-1.6189347164;-2.3419831103
3.3600000000;-9.5245093661;-13.0710668022;-8.4748096537;-7.0043823073;-11.3468995764;-2.0170881370;-2.6094212993;-1.8486974496;-1.6090175730;-2.3261345750
3.3700000000;-9.4534142629;-13.0783435678;-8.5007886131;-6.9645513410;-11.2645260820;-2.0012396017;-2.6094271432;-1.8526595835;-1.6030626329;-2.3083049728
3.3800000000;-9.3818085772;-13.0585091530;-8.5392323232;-6.9469319367;-11.1729251581;-1.9853910665;-2.6054766286;-1.8586027842;-1.5990946382;-2.2865132368
3.3900000000;-9.3091210792;-13.0158512604;-8.5912321826;-6.9531643831;-11.0694128264;-1.9715235981;-2.5995391866;-1.8645459849;-1.6010582932;-2.2647215008
3.4000000000;-9.2402025401;-12.9434170280;-8.6530192543;-7.0365394179;-10.9555785924;-1.9576561297;-2.5876700617;-1.8724702526;-1.6109346649;-2.2449108317
3.4100000000;-9.1831715696;-12.8432958992;-8.7224139791;-7.0758766852;-10.8217566842;-1.9457697282;-2.5738082515;-1.8823755871;-1.6168866933;-2.2211380288
3.4200000000;-9.1202771834;-12.7176579782;-8.8837334349;-7.1149924081;-10.6759288303;-1.9338833268;-2.5559900170;-1.8902998548;-1.6228385701;-2.1953841589
3.4300000000;-8.9951472627;-12.4006062621;-8.9737518952;-7.3334176179;-10.5203170178;-1.9219969253;-2.5342095830;-1.9021862562;-1.6366832105;-2.1696302891
3.4400000000;-8.9327508978;-12.2125854455;-9.0724112522;-7.4704400674;-10.1749157180;-1.9120915908;-2.5084669500;-1.9140726577;-1.6545015099;-2.1418953524
3.4500000000;-8.8703639222;-12.0093216277;-9.1770615760;-7.6285498652;-9.9942833915;-1.9021862562;-2.4827128669;-1.9299211930;-1.6743066339;-2.1141604156
3.4600000000;-8.8138932548;-11.7935489486;-9.2796117997;-7.8051441473;-9.8109494112;-1.8942619886;-2.4510326137;-1.9457697282;-1.6980682470;-2.0844444120
3.4700000000;-8.7655416233;-11.5647620799;-9.3853705608;-8.0012539008;-9.6265118832;-1.8883187879;-2.4173598769;-1.9635993304;-1.7257920579;-2.0567094752
3.4800000000;-8.7242518810;-11.3288547201;-9.4922328709;-8.2045931768;-9.4420620592;-1.8823755871;-2.3817060425;-1.9794478657;-1.7515517976;-2.0289745385
3.4900000000;-8.6889389821;-11.0826764684;-9.6060969147;-8.4144503718;-9.2640487019;-1.8784134533;-2.3440711107;-1.9992585348;-1.7832321924;-2.0012396017
3.5000000000;-8.6606694722;-10.8336998588;-9.7210966740;-8.6276085152;-9.0936183483;-1.8764323864;-2.3044550817;-2.0190692039;-1.8169049728;-1.9715235981
3.5100000000;-8.6459074957;-10.5820107116;-9.8420226286;-8.8450915703;-8.9318560614;-1.8744513195;-2.2628579557;-2.0388798730;-1.8486079092;-1.9437886613
3.5200000000;-8.6527770662;-10.3243905038;-9.9613852262;-9.0663798472;-8.7766283790;-1.8744513195;-2.2212552196;-2.0586905421;-1.8842562048;-1.9180347915
3.5300000000;-8.6711261567;-10.0688492285;-10.0769685408;-9.2893259564;-8.6332752909;-1.8744513195;-2.1796524853;-2.0785012112;-1.9199156913;-1.8942619886
3.5400000000;-8.7035576463;-9.8144051519;-10.1882163390;-9.5176443673;-8.5034669381;-1.8764323864;-2.1360742351;-2.0983118803;-1.9595262116;-1.8685081187
3.5500000000;-8.7463285941;-9.5546084975;-10.2983518317;-9.7364082755;-8.3823932583;-1.8784134533;-2.0924904221;-2.1161414825;-1.9971723267;-1.8467163827
3.5600000000;-8.7972552783;-9.2958245850;-10.4036364789;-9.9480817625;-8.2769741853;-1.8823755871;-2.0489066110;-2.1319900178;-2.0348128908;-1.8249246467
3.5700000000;-8.7975385811;-9.2943869633;-10.4042211675;-9.9492571852;-8.2763894922;-1.8823975990;-2.0486589910;-2.1498196200;-2.0350274928;-1.8248145875
3.5700555556;-8.8564838178;-9.0401000053;-10.5064753036;-10.1575628202;-8.1854253934;-1.8863542298;-2.0032206686;-2.1656681553;-2.0745390774;-1.8050589480
3.5800277778;-8.9977893675;-8.5561839313;-10.6918179398;-10.5677165742;-8.0454035204;-1.9002051893;-1.9161741218;-2.1815166906;-2.1497156406;-1.7714358401
3.6000000000;-9.0753347641;-8.3239173455;-10.7727345514;-10.7706346723;-7.9915951145;-1.9081294570;-1.8745659275;-2.1973652259;-2.1913074171;-1.7575683718
3.6100000000;-9.1502212716;-8.0992400557;-10.8471097766;-10.9676442730;-7.9523751574;-1.9160537246;-1.8329632076;-2.2112326942;-2.2289588883;-1.7456819703
3.6200000000;-9.2293898562;-7.8805482469;-10.9144368682;-11.1597563524;-7.9235104107;-1.9279401261;-1.7913604893;-2.2251001626;-2.2646238036;-1.7357766358
3.6300000000;-9.3107462430;-7.6758731496;-10.9779397277;-11.3453802429;-7.9044168363;-1.9398265275;-1.7537090810;-2.2369865641;-2.2983076208;-1.7298334350
3.6400000000;-9.3910442150;-7.4885231523;-11.0365688932;-11.5298455436;-7.8977716032;-1.9536939959;-1.7180441983;-2.2488729655;-2.3300103402;-1.7238902343
3.6500000000;-9.4740237500;-7.3196068929;-11.0865489129;-11.7089442416;-7.8955546928;-1.9655803974;-1.6843604135;-2.2607593670;-2.3617076454;-1.7219091674
3.6600000000;-9.5559491370;-7.1648429337;-11.1310774046;-11.8895754213;-7.9062642728;-1.9814289326;-1.6566091223;-2.2706647015;-2.3914292513;-1.7199281005
3.6700000000;-9.6346370743;-7.0257943422;-11.1685665120;-12.0600590823;-7.9262375235;-1.9952964010;-1.6308496951;-2.2766079023;-2.4191697600;-1.7219091674
3.6800000000;-9.7154511574;-6.9040886982;-11.1952362094;-12.2148823259;-7.9543601373;-2.0091638694;-1.6070713647;-2.2825511030;-2.4449291717;-1.7258713012
3.6900000000;-9.7973589922;-6.8035003618;-11.2115939241;-12.3534371719;-7.9954507034;-2.0250124047;-1.5872498724;-2.2865132368;-2.4667317453;-1.7318145019
3.7000000000;-9.8760466910;-6.7240700468;-11.2230254563;-12.4767869515;-8.0484881529;-2.0408609399;-1.5694148162;-2.2904753706;-2.4865478827;-1.7417198365
3.7100000000;-9.9530938104;-6.6652610174;-11.2258073637;-12.5795930783;-8.1118506979;-2.0547284083;-1.5555366260;-2.2904753706;-2.5043829239;-1.7516251710
3.7200000000;-10.0322805620;-6.6259939948;-11.2182946931;-12.6537535461;-8.1887414222;-2.0705769436;-1.5456206268;-2.2904753706;-2.5182610851;-1.7635115725
3.7300000000;-10.1136373248;-6.6121617497;-11.1967071917;-12.7055845737;-8.2808052171;-2.0844444120;-1.5396668181;-2.2884943037;-2.5301528538;-1.7793601078
3.7400000000;-10.1944731583;-6.6173863268;-11.1653200691;-12.7282125699;-8.3896696586;-2.1002929472;-1.5396510116;-2.2845321699;-2.5361119029;-1.7952086431
3.7500000000;-10.2763810759;-6.6491138416;-11.1236296648;-12.7097661204;-8.5067633758;-2.1121793487;-1.5396510116;-2.2766079023;-2.5400793194;-1.8130382453
3.7600000000;-10.3593739939;-6.7025932269;-11.0710934660;-12.6640086043;-8.6373627714;-2.1260468171;-1.5436026912;-2.2706647015;-2.5400898013;-1.8328489144
3.7700000000;-10.4445283554;-6.7809939770;-11.0082454038;-12.5970147427;-8.7761567813;-2.1399142855;-1.5534924132;-2.2607593670;-2.5381139478;-1.8526595835
3.7800000000;-10.5270086300;-6.8822029298;-10.9345515315;-12.5045791623;-8.9263094336;-2.1537817538;-1.5653736834;-2.2528350993;-2.5302052655;-1.8764323864
3.7900000000;-10.6105440814;-7.0072710450;-10.8521605565;-12.3898579479;-9.0878548072;-2.1656681553;-1.5831878090;-2.2389676310;-2.5203050626;-1.9002051893
3.8000000000;-10.6935497677;-7.1540622025;-10.7610895232;-12.2614610628;-9.2548874332;-2.1775545567;-1.6049693218;-2.2251001626;-2.5064478716;-1.9259590591
3.8100000000;-10.7690154852;-7.3182587900;-10.6597236367;-12.1211077148;-9.4268082735;-2.1874598913;-1.6267612060;-2.2112326942;-2.4906044011;-1.9536939959
3.8200000000;-10.8379626928;-7.5019632674;-10.5550477832;-11.9672124642;-9.6025379112;-2.1973652259;-1.6544808532;-2.1973652259;-2.4708039161;-1.9794478657
3.8300000000;-10.9003998471;-7.7352647234;-10.4444254795;-11.8067161413;-9.7793805826;-2.2052894935;-1.6881437803;-2.1795356237;-2.4490171791;-2.0071828025
3.8400000000;-10.9541737566;-7.9545838931;-10.3316037346;-11.6439939903;-9.9551605795;-2.2132137611;-1.7218221432;-2.1636870884;-2.4232734015;-2.0368988061
3.8500000000;-11.0019591481;-8.1909342503;-10.2171502958;-11.4817796085;-10.1309293959;-2.2191569619;-1.7574764660;-2.1458574862;-2.3955433991;-2.0626526760
3.8600000000;-11.0340872403;-8.4344429296;-10.1037609569;-11.3126096499;-10.3045504030;-2.2231190957;-1.7931359066;-2.1280278840;-2.3638563303;-2.0903876127
3.8700000000;-11.0558660343;-8.6850042113;-9.9946866185;-11.1428141662;-10.4727795825;-2.2251001626;-1.8327473205;-2.1082172149;-2.3321590508;-2.1181225494
3.8800000000;-11.0630305359;-8.9415441436;-9.8840305668;-10.9660488128;-10.6275290195;-2.2270812295;-1.8743449188;-2.0903876127;-2.2984857722;-2.1458574862
3.8900000000;-11.0582392079;-9.2061996072;-9.7739004224;-10.7795526068;-10.7773075002;-2.2290622964;-1.9159475953;-2.0705769436;-2.2648074150;-2.1716113560
3.9000000000;-11.0393593648;-9.4784556830;-9.6696964111;-10.5854337284;-10.9152223414;-2.2270812295;-1.9615023225;-2.0487852076;-2.2271770069;-2.1953841589
3.9100000000;-11.0101430524;-9.7464925053;-9.5709215704;-10.3858623168;-11.0406649332;-2.2251001626;-2.0050911169;-2.0269934716;-2.1895364925;-2.2211380288
3.9200000000;-10.9663121269;-9.9811896016;-9.4748798545;-10.1771159860;-11.1536297869;-2.2231190957;-2.0447227659;-2.0071828025;-2.1518959794;-2.2449108317
3.9300000000;-10.9142943465;-10.2370295216;-9.3777819109;-9.9661110242;-11.2573391689;-2.2191569619;-2.0882964858;-1.9893532003;-2.1122794032;-2.2647215008
3.9400000000;-10.8536006279;-10.4861057550;-9.2849830034;-9.7432931110;-11.3475294211;-2.2151948280;-2.1318802351;-1.9715235981;-2.0726578130;-2.2865132368
3.9500000000;-10.7885341814;-10.7281293372;-9.1932936446;-9.5128257606;-11.4268422844;-2.2092516273;-2.1754639829;-1.9536939959;-2.0330362240;-2.3063239059
3.9600000000;-10.7164356035;-10.9593406819;-9.0967666401;-9.2747632260;-11.4969162082;-2.2033084266;-2.2190477294;-1.9378454606;-1.9934146363;-2.3221724412
3.9700000000;-10.6421304046;-11.1818502088;-9.0039720620;-9.0387493349;-11.5609900561;-2.1934030920;-2.2606553603;-1.9200158584;-1.9537930499;-2.3360399096
3.9800000000;-10.5624245413;-11.3919197910;-8.9155134520;-8.8086560333;-11.6121138576;-2.1834977575;-2.3002818982;-1.9061483900;-1.9161475912;-2.3499073779
3.9900000000;-10.4886011916;-11.5938086406;-8.8292410526;-8.5797082235;-11.6561258094;-2.1735924229;-2.3399034822;-1.8942619886;-1.8785070864;-2.3617937794
4.0000000000;-10.4121299527;-11.7929312105;-8.7467540602;-8.3561320181;-11.6877137711;-2.1617060215;-2.3775489139;-1.8843566540;-1.8408665828;-2.3697180470
4.0100000000;-10.3404848408;-11.9807468069;-8.6707569567;-8.1444110007;-11.7105840881;-2.1478385531;-2.4112370899;-1.8744513195;-1.8052022435;-2.3756612478
4.0200000000;-10.2688759013;-12.1598555241;-8.6034238160;-7.9435536379;-11.7269229234;-2.1339710847;-2.4449154332;-1.8645459849;-1.7734951719;-2.3816044485
4.0300000000;-10.1967284751;-12.3292097361;-8.5415397504;-7.7562259267;-11.7324542462;-2.1181225494;-2.4766175881;-1.8566217173;-1.7437740960;-2.3835855154
4.0400000000;-10.1256540624;-12.4866500253;-8.4899272335;-7.5915711030;-11.7303585440;-2.1022740142;-2.5063386511;-1.8506785166;-1.7160341119;-2.3816044485
4.0500000000;-10.0545876338;-12.6337667287;-8.4534688650;-7.4475583072;-11.7136841004;-2.0864254789;-2.5301261997;-1.8447353158;-1.6922514308;-2.3796233816
4.0600000000;-9.9840597337;-12.7635919695;-8.4289694073;-7.3236251525;-11.6818247326;-2.0725580105;-2.5499466987;-1.8427542489;-1.6704547086;-2.3736801809
4.0700000000;-9.9135358092;-12.8749824937;-8.4153279182;-7.2192291003;-11.6401474326;-2.0567094752;-2.5677812510;-1.8407731820;-1.6486628426;-2.3657559132
4.0800000000;-9.8343952267;-12.9625553420;-8.4163062466;-7.1386511265;-11.5795719107;-2.0428420069;-2.5796822187;-1.8407731820;-1.6327997176;-2.3558505787
4.0900000000;-9.7546528970;-13.0224970804;-8.4281622502;-7.0808718397;-11.5069929276;-2.0289745385;-2.5895924319;-1.8407731820;-1.6209036056;-2.3439641772
4.1000000000;-9.6716752706;-13.0606808630;-8.4508682750;-7.0431982396;-11.4208669942;-2.0131260032;-2.5975215545;-1.8427542489;-1.6109934044;-2.3300967088
4.1100000000;-9.5827497954;-13.0712542919;-8.4865785978;-7.0250616446;-11.3163428855;-1.9992585348;-2.5995170234;-1.8467163827;-1.6030642936;-2.3122671066
4.1200000000;-9.4932426104;-13.0530852773;-8.5385404157;-7.0339596435;-11.2014329095;-1.9853910665;-2.5975455154;-1.8506785166;-1.5990925663;-2.2944375045
4.1300000000;-9.3999614002;-13.0104618214;-8.5997756020;-7.0646230540;-11.0756780107;-1.9715235981;-2.5916118276;-1.8586027842;-1.5971067143;-2.2766079023
4.1400000000;-9.3050370842;-12.9364404610;-8.6718490897;-7.1132347011;-10.9369237269;-1.9576561297;-2.5836922765;-1.8685081187;-1.5971019520;-2.2548161662
4.1500000000;-9.2074080595;-12.8309537188;-8.7488479057;-7.1813574249;-10.7856866246;-1.9437886613;-2.5718153084;-1.8784134533;-1.6030309345;-2.2310433633
4.1600000000;-9.1097596219;-12.6977629849;-8.8339609190;-7.2641859659;-10.6262706066;-1.9299211930;-2.5579525003;-1.8922809217;-1.6109505080;-2.2072705604
4.1700000000;-9.0164201964;-12.5444273644;-8.9234410537;-7.3611262470;-10.4646278818;-1.9160537246;-2.5401322530;-1.9041673231;-1.6228275208;-2.1834977575
4.1800000000;-8.9268821469;-12.3699442959;-9.0167225499;-7.4710996354;-10.2986656917;-1.9041673231;-2.5183498274;-1.9180347915;-1.6366903507;-2.1577438876
4.1900000000;-8.8454507565;-12.1786025119;-9.1132628970;-7.5940933011;-10.1294382215;-1.8942619886;-2.4926052239;-1.9338833268;-1.6525342695;-2.1300089509
4.2000000000;-8.7770047508;-11.9747421636;-9.2114422796;-7.7301072392;-9.9634043913;-1.8843566540;-2.4628984428;-1.9497318621;-1.6723356606;-2.1042550811
4.2100000000;-8.7156534744;-11.7627033994;-9.3069398608;-7.8743161439;-9.7984760137;-1.8764323864;-2.4312058789;-1.9675614643;-1.6941228348;-2.0785012112
4.2200000000;-8.6694347639;-11.5398400077;-9.4018796172;-8.0255903875;-9.6319456045;-1.8704891857;-2.3955558214;-1.9834099995;-1.7198675028;-2.0487852076
4.2300000000;-8.6378673765;-11.3147253050;-9.4968155460;-8.1935683949;-9.4739987490;-1.8645459849;-2.3579200035;-1.9992585348;-1.7475979314;-2.0210502708
4.2400000000;-8.6231022424;-11.0869031666;-9.5928288444;-8.3671042747;-9.3215073866;-1.8605838511;-2.3183030979;-2.0190692039;-1.7753330206;-1.9933153341
4.2500000000;-8.6267706951;-10.8585183127;-9.6936980162;-8.5444566364;-9.1701415165;-1.8586027842;-2.2767051047;-2.0349177392;-1.8089974238;-1.9655803974
4.2600000000;-8.6461906076;-10.6252913040;-9.7935239110;-8.7298962961;-9.0241603447;-1.8586027842;-2.2331260240;-2.0547284083;-1.8426757447;-1.9378454606
4.2700000000;-8.6813430082;-10.3893316525;-9.8960358027;-8.9234735988;-8.8830667705;-1.8586027842;-2.1895423157;-2.0745390774;-1.8783305245;-1.9120915908
4.2800000000;-8.7246857640;-10.1528094267;-10.0034150787;-9.1246522951;-8.7463182753;-1.8605838511;-2.1439821380;-2.0923686796;-1.9159663917;-1.8883187879
4.2900000000;-8.7734723479;-9.9168197062;-10.1092120559;-9.3334261179;-8.6149848222;-1.8645459849;-2.1003938355;-2.1101982818;-1.9536068652;-1.8645459849
4.3000000000;-8.8319938486;-9.6738474422;-10.2139202680;-9.5530127150;-8.4890764323;-1.8685081187;-2.0528571471;-2.1300089509;-1.9912473377;-1.8407731820
4.3100000000;-8.8943540896;-9.4297353188;-10.3202372207;-9.7764777363;-8.3739682691;-1.8744513195;-2.0092642927;-2.1478385531;-2.0308643115;-1.8209625129
4.3200000000;-8.9578180311;-9.1840006813;-10.4265653896;-10.0010587870;-8.2648724632;-1.8823755871;-1.9656805898;-2.1656681553;-2.0704858596;-1.8031329107
4.3300000000;-9.0196731342;-8.9414764051;-10.5328935509;-10.2299427360;-8.1676571502;-1.8902998548;-1.9220968879;-2.1795356237;-2.1101074067;-1.7872843754
4.3400000000;-9.0793619608;-8.7022071796;-10.6322176310;-10.4669210588;-8.0834520491;-1.9002051893;-1.8785131872;-2.1953841589;-2.1477524193;-1.7734169071
4.3500000000;-9.1347256538;-8.4678056884;-10.7282607002;-10.7034554796;-8.0101168185;-1.9101105239;-1.8369060313;-2.2092516273;-2.1853928872;-1.7595494387
4.3600000000;-9.1900596852;-8.2366740410;-10.8172772272;-10.9346201310;-7.9492444014;-1.9219969253;-1.7972799641;-2.2211380288;-2.2230333543;-1.7476630372
4.3700000000;-9.2448549126;-8.0082598572;-10.8954696624;-11.1646506415;-7.9013871734;-1.9338833268;-1.7596349852;-2.2330244302;-2.2586972560;-1.7377577027
4.3800000000;-9.2969524040;-7.7906221374;-10.9665837753;-11.3839411467;-7.8676252408;-1.9477507952;-1.7239710946;-2.2449108317;-2.2943566442;-1.7298334350
4.3900000000;-9.2971880559;-7.7896377947;-10.9669053420;-11.3849328585;-7.8674730482;-1.9478135439;-1.7238231556;-2.2528350993;-2.2945179989;-1.7298155068
4.3900452489;-9.3523895714;-7.5855222286;-11.0898145022;-11.5896269791;-7.8452300682;-1.9616496379;-1.6941742306;-2.2607593670;-2.3300967088;-1.7258668192
4.4000226244;-9.4656265749;-7.2265477219;-11.1345422326;-11.9659404547;-7.8380039198;-1.9893532003;-1.6348046897;-2.2686836346;-2.3894617879;-1.7219091674
4.4200000000;-9.5290614473;-7.0739470030;-11.1643282786;-12.1267310650;-7.8541573452;-2.0052017356;-1.6110228427;-2.2766079023;-2.4172013269;-1.7238902343
4.4300000000;-9.5968436006;-6.9387112719;-11.1839271040;-12.2626328434;-7.8865616089;-2.0210502708;-1.5892265450;-2.2805700361;-2.4409831533;-1.7278523681
4.4400000000;-9.6743543108;-6.8256746090;-11.1926796022;-12.3757250682;-7.9309396993;-2.0368988061;-1.5713879697;-2.2825511030;-2.4627794405;-1.7357766358
4.4500000000;-9.7540858673;-6.7370312841;-11.1889655381;-12.4687143169;-7.9904788878;-2.0507662745;-1.5555349233;-2.2845321699;-2.4806179956;-1.7456819703
4.4600000000;-9.8462260084;-6.6744136662;-11.1765461306;-12.5330468258;-8.0657458490;-2.0666148098;-1.5436396187;-2.2865132368;-2.4964710317;-1.7575683718
4.4700000000;-9.9524602448;-6.6335346798;-11.1538301095;-12.5761374794;-8.1540569417;-2.0804822781;-1.5357064874;-2.2845321699;-2.5083663164;-1.7714358401
4.4800000000;-10.0593271869;-6.6234967691;-11.1218844059;-12.5927050931;-8.2629159394;-2.0963308134;-1.5297588550;-2.2825511030;-2.5162994279;-1.7872843754
4.4900000000;-10.1694311070;-6.6357781329;-11.0790995465;-12.5832263310;-8.3821735023;-2.1121793487;-1.5297456771;-2.2785889692;-2.5222470504;-1.8051139776
4.5000000000;-10.2849456285;-6.6724530155;-11.0286981633;-12.5519995498;-8.5128140604;-2.1280278840;-1.5317223708;-2.2726457684;-2.5242368928;-1.8249246467
4.5100000000;-10.3999570769;-6.7324650618;-10.9739352922;-12.5071208434;-8.6521585011;-2.1418953524;-1.5396335572;-2.2647215008;-2.5222645627;-1.8467163827
4.5200000000;-10.5128092575;-6.8211821696;-10.9142935215;-12.3870657450;-8.7991074880;-2.1557628207;-1.5515112890;-2.2567972332;-2.5104087063;-1.8685081187
4.5300000000;-10.6159464385;-6.9332743736;-10.8508471326;-12.3484105910;-8.9541892566;-2.1676492222;-1.5653744702;-2.2488729655;-2.5054374281;-1.8922809217
4.5400000000;-10.7098575922;-7.0681564203;-10.7846811371;-12.3101235341;-9.1104176107;-2.1815166906;-1.5831954690;-2.2369865641;-2.5004793124;-1.9160537246
4.5500000000;-10.7902347283;-7.2193702659;-10.7141858255;-12.2254603526;-9.2704198324;-2.1934030920;-1.6049786392;-2.2231190957;-2.4866312732;-1.9418075944
4.5600000000;-10.8527378074;-7.3884725309;-10.6404284418;-12.1295561966;-9.4326062032;-2.2033084266;-1.6287472298;-2.2072705604;-2.4707869880;-1.9695425312
4.5700000000;-10.9032670215;-7.5706372049;-10.5601823213;-12.0281682645;-9.5915846170;-2.2112326942;-1.6564736657;-2.1914220251;-2.4509848572;-1.9952964010
4.5800000000;-10.9380885210;-7.7690487535;-10.4734262373;-11.9186720253;-9.7548372802;-2.2191569619;-1.6861855028;-2.1755734898;-2.4311740947;-2.0230313377
4.5900000000;-10.9566386221;-7.9778193839;-10.3823160896;-11.7956715752;-9.9181274244;-2.2251001626;-1.7178784249;-2.1577438876;-2.4074097749;-2.0527473414
4.6000000000;-10.9605307516;-8.1995866668;-10.2895608803;-11.6574984384;-10.0814175557;-2.2310433633;-1.7515524317;-2.1379332185;-2.3796832845;-2.0804822781
4.6100000000;-10.9524704057;-8.4214659306;-10.1924832366;-11.5035984331;-10.2425563320;-2.2330244302;-1.7872075233;-2.1201036164;-2.3499714213;-2.1082172149
4.6200000000;-10.9346311127;-8.6476479404;-10.0905266247;-11.3328923460;-10.3982980150;-2.2350054971;-1.8268205061;-2.1002929472;-2.3182784734;-2.1339710847
4.6300000000;-10.9097218971;-8.8722535395;-9.9815315269;-11.1416115890;-10.5507660878;-2.2350054971;-1.8664420271;-2.0804822781;-2.2826276252;-2.1617060215
