Time (s);Fᵧ (N)
0.9301052632;-0.0003620224
0.9401041667;-0.0003620224
0.9501030928;-0.0003620224
0.9601020408;-0.0003620224
0.9701010101;-0.0003620224
0.9801000000;-0.0003620224
0.9900990099;-0.0003620224
1.0000980392;-0.0003620224
1.0100970874;-0.0003620224
1.0200961538;-0.0003620224
1.0300952381;-0.0003620224
1.0400943396;-0.0003620224
1.0500934579;-0.0003620224
1.0600925926;-0.0003620224
1.0700917431;-0.0003620224
1.0800909091;-0.0003620224
1.0900900901;-0.0003620224
1.1000892857;-0.0003620224
1.1100884956;-0.0003620224
1.1200877193;-0.0003620224
1.1300869565;0.0174675798
1.1400862069;-0.0003620224
1.1500854701;-0.0003620224
1.1600847458;-0.0003620224
1.1700840336;0.0174675798
1.1800833333;-0.0003620224
1.1900826446;-0.0003620224
1.2000819672;-0.0003620224
1.2100813008;-0.0003620224
1.2200806452;-0.0003620224
1.2300800000;-0.0003620224
1.2400793651;-0.0003620224
1.2500787402;-0.0003620224
1.2600781250;-0.0003620224
1.2700775194;-0.0003620224
1.2800769231;-0.0003620224
1.2900763359;-0.0003620224
1.3000757576;-0.0003620224
1.3100751880;-0.0003620224
1.3200746269;-0.0003620224
1.3300740741;0.0174675798
1.3400735294;-0.0003620224
1.3500729927;0.0174675798
1.3600724638;-0.0003620224
1.3700719424;-0.0003620224
1.3800714286;-0.0003620224
1.3900709220;0.0174675798
1.4000704225;-0.0003620224
1.4100699301;-0.0003620224
1.4200694444;0.0174675798
1.4300689655;-0.0003620224
1.4400684932;0.0174675798
1.4500680272;0.0174675798
1.4600675676;-0.0003620224
1.4700671141;-0.0003620224
1.4800666667;-0.0003620224
1.4900662252;0.0174675798
1.5000657895;-0.0003620224
1.5100653595;-0.0003620224
1.5200649351;0.0174675798
1.5300645161;0.0174675798
1.5400641026;-0.0003620224
1.5500636943;-0.0003620224
1.5600632911;-0.0003620224
1.5700628931;0.0352971820
1.5800625000;0.0352971820
1.5900621118;0.0531267842
1.6000617284;0.0709563864
1.6100613497;0.0709563864
1.6200609756;0.0709563864
1.6300606061;0.0709563864
1.6400602410;0.0709563864
1.6500598802;0.0352971820
1.6600595238;0.0174675798
1.6700591716;0.0174675798
1.6800588235;0.0174675798
1.6900584795;-0.0003620224
1.7000581395;0.0174675798
1.7100578035;0.0174675798
1.7200574713;0.0174675798
1.7300571429;-0.0003620224
1.7400568182;0.0174675798
1.7500564972;-0.0003620224
1.7600561798;0.0174675798
1.7700558659;0.0174675798
1.7800555556;-0.0003620224
1.7900552486;0.0174675798
1.8000549451;0.0174675798
1.8100546448;0.0174675798
1.8200543478;-0.0003620224
1.8300540541;0.0174675798
1.8400537634;-0.0003620224
1.8500534759;-0.0003620224
1.8600531915;-0.0003620224
1.8700529101;0.0174675798
1.8800526316;-0.0003620224
1.8900523560;0.0174675798
1.9000520833;-0.0003620224
1.9100518135;-0.0003620224
1.9200515464;-0.0003620224
1.9300512821;-0.0003620224
1.9400510204;-0.0003620224
1.9500507614;-0.0003620224
1.9600505051;-0.0181916246
1.9700502513;-0.0360212268
1.9800500000;-0.0360212268
1.9900497512;-0.0360212268
2.0000495050;-0.0360212268
2.0100492611;-0.0716804311
2.0200490196;-0.0360212268
2.0300487805;-0.0181916246
2.0400485437;-0.0003620224
2.0500483092;0.0174675798
2.0600480769;-0.0003620224
2.0700478469;-0.0003620224
2.0800476190;-0.0181916246
2.0900473934;-0.0181916246
2.1000471698;-0.0003620224
2.1100469484;0.0174675798
2.1200467290;0.0352971820
2.1300465116;0.0352971820
2.1400462963;0.0174675798
2.1500460829;0.2135932039
2.1600458716;0.1601043974
2.1700456621;0.1779339995
2.1800454545;0.1957636017
2.1900452489;0.1957636017
2.2000450450;0.2135932039
2.2100448430;0.2135932039
2.2200446429;0.2135932039
2.2300444444;0.2135932039
2.2400442478;0.1779339995
2.2500440529;0.1601043974
2.2600438596;0.1601043974
2.2700436681;0.2492524083
2.2800434783;0.3027412149
2.2900432900;0.3384004193
2.3000431034;0.3205708171
2.3100429185;0.2849116127
2.3200427350;0.2849116127
2.3300425532;0.2135932039
2.3400423729;-0.2321468509
2.3500421941;-0.3569540662
2.3600420168;-0.2678060553
2.3700418410;-0.3212948618
2.3800416667;-0.2321468509
2.3900414938;-0.1608284421
2.4000413223;-0.1073396355
2.4100411523;-0.0716804311
2.4200409836;-0.0003620224
2.4300408163;0.0174675798
2.4400406504;0.0887859886
2.4500404858;0.1422747952
2.4600403226;0.2670820105
2.4700401606;0.3384004193
2.4800400000;0.4453780324
2.4900398406;0.5523556456
2.5000396825;0.6236740544
2.5100395257;0.6593332587
2.5200393701;0.5880148500
2.5300392157;0.7128220653
2.5400390625;0.7128220653
2.5500389105;0.7484812697
2.5600387597;0.7663108719
2.5700386100;0.7841404741
2.5800384615;0.6058444522
2.5900383142;0.3562300215
2.6000381679;0.1422747952
2.6100380228;-0.0895100333
2.6200378788;-0.5530796903
2.6300377358;-0.7670349166
2.6400375940;-1.1236269605
2.6500374532;-1.3554117890
2.6600373134;-1.6228558219
2.6700371747;-2.1577438876
2.6800370370;-2.8174391688
2.6900369004;-3.1740312126
2.7000367647;-3.3166680301
2.7100366300;-3.3879864389
2.7200364964;-3.3701568367
2.7300363636;-3.3879864389
2.7400362319;-3.3879864389
2.7500361011;-3.3701568367
2.7600359712;-3.2453496214
2.7700358423;-3.2096904170
2.7800357143;-3.2631792236
2.7900355872;-3.2631792236
2.8000354610;-3.2810088258
2.8100353357;-3.4593048477
2.8200352113;-3.6376008696
2.8300350877;-3.6910896762
2.8400349650;-3.4058160411
2.8500348432;-2.7817799644
2.8600347222;-2.0864254789
2.8700346021;-1.3554117890
2.8800344828;-0.8383533254
2.8900343643;-0.7492053145
2.9000342466;-0.7135461101
2.9100341297;-0.7670349166
2.9200340136;-0.8561829276
2.9300338983;-1.0523085517
2.9400337838;-1.2306045736
2.9500336700;-1.6763446285
2.9600335570;-1.5158782087
2.9700334448;-1.1592861649
2.9800333333;-0.6422277013
2.9900332226;0.0352971820
3.0000331126;0.7841404741
3.0100330033;1.6934501859
3.0200328947;2.3353158648
3.0300327869;2.7097375108
3.0400326797;2.8880335328
3.0500325733;2.7632263174
3.0600324675;2.3531454670
3.0700323625;1.8717462078
3.0800322581;1.3368581420
3.0900321543;0.8376292807
3.1000320513;0.6236740544
3.1100319489;0.6415036565
3.1200318471;0.4632076346
3.1300317460;0.1066155908
3.1400316456;-0.3926132706
3.1500315457;-0.7313757123
3.1600314465;-0.8740125298
3.1700313480;-1.4267301978
3.1800312500;-1.6585150263
3.1900311526;-1.6941742306
3.2000310559;-1.5158782087
3.2100309598;-1.1949453693
3.2200308642;-0.8383533254
3.2300307692;-0.4995908838
3.2400306748;-0.2321468509
3.2500305810;-0.1786580443
3.2600304878;-0.5352500881
3.2700303951;-1.2662637780
3.2800303030;-2.4608471249
3.2900302115;-4.4042737639
3.3000301205;-6.0445971656
3.3100300300;-6.9360772752
3.3200299401;-7.0787140927
3.3300298507;-6.9004180708
3.3400297619;-6.7221220489
3.3500296736;-6.3833596072
3.3600295858;-5.9554491546
3.3700294985;-5.3314130779
3.3800294118;-4.7608658077
3.3900293255;-4.5112513770
3.4000292398;-4.6538881946
3.4100291545;-4.8678434209
3.4200290698;-4.8678434209
3.4300289855;-4.6003993880
3.4400289017;-4.1011705266
3.4500288184;-3.2275200192
3.4600287356;-2.1399142855
3.4700286533;-1.1592861649
3.4800285714;-0.3747836684
3.4900284900;0.0352971820
3.5000284091;-0.3391244640
3.5100283286;-0.7135461101
3.5200282486;-1.1771157671
3.5300281690;-1.5515374131
3.5400280899;-1.7476630372
3.5500280112;-1.6585150263
3.5600279330;-0.8561829276
3.5700278552;-0.8561829276
3.5800277778;-0.7492053145
3.6000000000;-0.5709092925
3.6100000000;-0.4461020772
3.6200000000;-0.0538508290
3.6300000000;0.2670820105
3.6400000000;0.5523556456
3.6500000000;0.7128220653
3.6600000000;0.8019700763
3.6700000000;0.6771628609
3.6800000000;0.4632076346
3.6900000000;0.1601043974
3.6900537634;-0.1251692377
3.7000268817;-0.3569540662
3.7100268097;-0.4282724750
3.7200267380;-0.3747836684
3.7300266667;-0.3926132706
3.7500000000;-0.4461020772
3.7600000000;-0.4995908838
3.7700000000;-0.6600573035
3.7800000000;-0.6422277013
3.7900000000;-0.5352500881
3.8000000000;-0.6422277013
3.8100000000;-0.6778869057
3.8200000000;-0.6600573035
3.8300000000;-0.6778869057
3.8400000000;-0.8918421320
3.8500000000;-1.1236269605
3.8600000000;-1.4089005956
3.8700000000;-1.3910709934
3.8800000000;-1.3554117890
3.8900000000;-1.2662637780
3.9000000000;-1.2127749715
3.9100000000;-1.1592861649
3.9200000000;-1.1236269605
3.9300000000;-0.9988197451
3.9400000000;-1.0344789495
3.9500000000;-0.9275013364
3.9600000000;-0.8918421320
3.9700000000;-0.8383533254
3.9800000000;-0.8205237232
3.9900000000;-0.8205237232
4.0000000000;-0.8205237232
4.0100000000;-0.6243980991
4.0200000000;-0.5530796903
4.0300000000;-0.5530796903
4.0400000000;-0.2856356575
4.0500000000;-0.1786580443
4.0600000000;0.2670820105
4.0700000000;0.2314228061
4.0800000000;0.2314228061
4.0900000000;0.2314228061
4.1000000000;0.2670820105
4.1100000000;0.3027412149
4.1200000000;0.2849116127
4.1300000000;0.2492524083
4.1400000000;0.2670820105
4.1500000000;0.3384004193
4.1600000000;0.3740596237
4.1700000000;0.4275484302
4.1800000000;0.4097188280
4.1900000000;0.3740596237
4.2000000000;0.4275484302
4.2100000000;0.5701852478
4.2200000000;0.8019700763
4.2300000000;1.0515845070
4.2400000000;1.2655397333
4.2500000000;1.3725173464
4.2600000000;1.2655397333
4.2700000000;1.0515845070
4.2800000000;0.8376292807
4.2900000000;0.7128220653
4.3000000000;0.7663108719
4.3100000000;0.9446068938
4.3200000000;1.1942213245
4.3300000000;1.3011989377
4.3400000000;1.1942213245
4.3500000000;1.2298805289
4.3600000000;1.1229029157
4.3700000000;0.5701852478
4.3800000000;-0.0538508290
4.3900000000;-0.7670349166
4.4000000000;-0.5352500881
4.4100000000;-2.3895287161
4.4200000000;-1.4089005956
4.4300000000;-0.7670349166
4.4400000000;-0.3212948618
4.4500000000;-0.1608284421
4.4600000000;-0.4817612816
4.4700000000;-0.4104428728
4.4800000000;-0.2143172487
4.4900000000;-0.0003620224
4.5000000000;0.1244451930
4.5100000000;0.2492524083
4.5200000000;0.3205708171
4.5300000000;0.3205708171
4.5400000000;-0.0716804311
4.5500000000;-0.5709092925
4.5600000000;-0.9988197451
4.5700000000;-1.3910709934
4.5800000000;-1.6050262197
4.5900000000;-1.5693670153
4.6000000000;-1.4089005956
4.6100000000;-1.2840933802
4.6200000000;-1.2306045736
4.6300000000;-1.3197525846
4.6400000000;-1.4089005956
4.6500000000;-1.5515374131
4.6600000000;-1.6050262197
4.6700000000;-1.5693670153
4.6800000000;-1.3375821868
4.6900000000;-1.1414565627
4.7000000000;-1.0523085517
4.7100000000;-0.9096717342
4.7200000000;-0.8026941210
4.7300000000;-0.8026941210
4.7400000000;-0.7492053145
4.7500000000;-0.7492053145
4.7600000000;-0.8205237232
4.7700000000;-0.8561829276
4.7800000000;-0.9096717342
4.7900000000;-0.9275013364
4.8000000000;-0.9631605408
4.8100000000;-1.0166493473
4.8200000000;-0.9988197451
4.8300000000;-1.0166493473
4.8400000000;-0.9809901430
4.8500000000;-0.9453309386
4.8600000000;-0.9631605408
4.8700000000;-0.9809901430
4.8800000000;-0.9631605408
4.8900000000;-0.9631605408
4.9000000000;-0.9631605408
4.9100000000;-0.9631605408
4.9200000000;-0.9631605408
4.9300000000;-0.9453309386
4.9400000000;-0.9453309386
4.9500000000;-0.9453309386
4.9600000000;-0.9275013364
4.9700000000;-0.9453309386
4.9800000000;-0.9453309386
4.9900000000;-0.9453309386
5.0000000000;-0.9453309386
5.0100000000;-0.9631605408
5.0200000000;-0.9631605408
5.0300000000;-0.9453309386
5.0400000000;-0.9453309386
5.0500000000;-0.9453309386
5.0500393701;-0.9631605408
5.0600196850;-0.9631605408
5.0700196464;-0.9631605408
5.0900000000;-0.9631605408
5.1000000000;-0.9631605408
5.1100000000;-0.9631605408
5.1200000000;-0.9631605408
5.1300000000;-0.9453309386
5.1400000000;-0.9453309386
5.1500000000;-0.9453309386
5.1600000000;-0.9453309386
5.1700000000;-0.9453309386
5.1800000000;-0.9453309386
5.1900000000;-0.9275013364
5.2000000000;-0.9275013364
5.2100000000;-0.9275013364
5.2200000000;-0.9275013364
5.2300000000;-0.9275013364
5.2400000000;-0.9453309386
5.2500000000;-0.9631605408
5.2600000000;-0.9631605408
5.2700000000;-0.9631605408
5.2800000000;-0.9631605408
5.2900000000;-0.9631605408
5.3000000000;-0.9631605408
5.3100000000;-0.9631605408
5.3200000000;-0.9453309386
5.3300000000;-0.9453309386
5.3400000000;-0.9453309386
5.3500000000;-0.9453309386
5.3600000000;-0.9631605408
5.3700000000;-0.9631605408
5.3800000000;-0.9631605408
5.3900000000;-0.9631605408
5.4000000000;-0.9631605408
5.4100000000;-0.9631605408
5.4200000000;-0.9631605408
5.4300000000;-0.9809901430
5.4400000000;-0.9809901430
5.4400365631;-0.9631605408
5.4500182815;-0.9809901430
5.4700000000;-0.9809901430
5.4800000000;-0.9809901430
5.4900000000;-0.9809901430
5.5000000000;-0.9809901430
5.5100000000;-0.9809901430
5.5200000000;-0.9809901430
5.5300000000;-0.9809901430
5.5400000000;-0.9631605408
5.5500000000;-0.9631605408
5.5600000000;-0.9453309386
5.5700000000;-0.9453309386
5.5800000000;-0.9631605408
5.5900000000;-1.3019229824
5.6000000000;-1.4980486065
5.6100000000;-1.5337078109
5.6200000000;-1.3910709934
5.6300000000;-1.2484341758
5.6400000000;-1.1949453693
5.6500000000;-1.1236269605
5.6600000000;-1.0523085517
5.6700000000;-0.9988197451
5.6800000000;-0.9988197451
5.6900000000;-0.9631605408
5.7000000000;-0.9809901430
5.7100000000;-0.9809901430
5.7200000000;-0.9988197451
5.7300000000;-0.9988197451
5.7400000000;-0.9988197451
5.7500000000;-1.0166493473
5.7600000000;-1.0344789495
5.7700000000;-1.0344789495
5.7800000000;-1.0523085517
5.7900000000;-1.0166493473
5.8000000000;-1.0166493473
5.8100000000;-1.0344789495
5.8200000000;-1.0344789495
5.8300000000;-1.0344789495
5.8400000000;-1.0344789495
5.8500000000;-1.0344789495
5.8600000000;-1.0166493473
5.8700000000;-1.0166493473
5.8800000000;-1.0879677561
5.8900000000;-1.0701381539
5.9000000000;-1.0701381539
5.9100000000;-1.0879677561
5.9200000000;-1.0523085517
5.9300000000;-1.0523085517
5.9400000000;-1.0344789495
5.9500000000;-1.0523085517
5.9600000000;-1.0344789495
5.9700000000;-1.0166493473
5.9800000000;-1.0166493473
5.9900000000;-1.0166493473
6.0000000000;-1.0166493473
6.0100000000;-1.0166493473
6.0200000000;-1.0344789495
6.0300000000;-1.0523085517
6.0400000000;-1.0344789495
6.0500000000;-1.0523085517
6.0600000000;-1.0701381539
6.0700000000;-1.0523085517
6.0800000000;-1.0701381539
6.0900000000;-1.0523085517
6.1000000000;-1.0523085517
6.1100000000;-1.0166493473
6.1200000000;-0.9988197451
6.1300000000;-0.9988197451
6.1400000000;-0.9988197451
6.1500000000;-0.9988197451
6.1600000000;-0.9809901430
6.1700000000;-0.9809901430
6.1800000000;-0.9809901430
6.1900000000;-0.9809901430
6.2000000000;-0.9809901430
6.2100000000;-0.9809901430
6.2200000000;-0.9809901430
6.2300000000;-0.9809901430
6.2400000000;-0.9809901430
6.2500000000;-0.9631605408
6.2600000000;-0.9809901430
6.2700000000;-0.9809901430
6.2800000000;-0.9809901430
6.2900000000;-0.9809901430
6.3000000000;-1.0166493473
6.3100000000;-1.0166493473
6.3200000000;-1.0166493473
6.3300000000;-0.9988197451
6.3400000000;-0.9988197451
6.3500000000;-1.0166493473
6.3600000000;-0.9988197451
6.3700000000;-1.0166493473
6.3800000000;-0.9988197451
6.3900000000;-1.0166493473
6.4000000000;-1.0166493473
6.4100000000;-0.9809901430
6.4200000000;-0.9809901430
6.4300000000;-0.9809901430
6.4400000000;-0.9809901430
6.4400309119;-0.9988197451
6.4500154560;-0.9988197451
6.4700000000;-0.9988197451
6.4800000000;-0.9631605408
6.4900000000;-0.9809901430
6.5000000000;-0.9809901430
6.5000306279;-0.9809901430
6.5100153139;-0.9809901430
6.5300000000;-0.9631605408
6.5400000000;-0.9809901430
6.5500000000;-0.9809901430
6.5600000000;-0.9809901430
6.5700000000;-0.9809901430
6.5800000000;-0.9809901430
6.5900000000;-0.9809901430
6.5900302115;-0.9809901430
6.6000151057;-0.9809901430
6.6200000000;-0.9631605408
6.6300000000;-0.9809901430
6.6400000000;-0.9631605408
6.6500000000;-0.9631605408
6.6600000000;-0.9631605408
6.6700000000;-0.9809901430
6.6800000000;-0.9809901430
6.6900000000;-0.9809901430
6.7000000000;-0.9631605408
6.7100000000;-0.9809901430
6.7200000000;-0.9631605408
6.7300000000;-0.9631605408
6.7400000000;-0.9809901430
6.7500000000;-0.9809901430
6.7600000000;-0.9631605408
6.7700000000;-0.9809901430
6.7800000000;-0.9809901430
6.7900000000;-0.9809901430
6.8000000000;-0.9631605408
6.8100000000;-0.9809901430
6.8200000000;-0.9631605408
6.8300000000;-0.9631605408
6.8400000000;-0.9631605408
6.8500000000;-0.9631605408
6.8600000000;-0.9631605408
6.8700000000;-0.9809901430
6.8800000000;-0.9631605408
6.8900000000;-0.9631605408
6.9000000000;-0.9631605408
6.9100000000;-0.9631605408
6.9200000000;-0.9809901430
6.9300000000;-0.9631605408
6.9400000000;-0.9631605408
6.9500000000;-0.9631605408
6.9600000000;-0.9631605408
6.9600286123;-0.9809901430
6.9700143062;-0.9631605408
6.9900000000;-0.9809901430
7.0000000000;-0.9631605408
7.0100000000;-0.9809901430
7.0200000000;-0.9809901430
7.0300000000;-0.9631605408
7.0400000000;-0.9631605408
7.0500000000;-0.9631605408
7.0600000000;-0.9631605408
7.0700000000;-0.9809901430
7.0800000000;-0.9809901430
7.0900000000;-0.9631605408
7.1000000000;-0.9631605408
7.1100000000;-0.9809901430
7.1200000000;-0.9631605408
7.1300000000;-0.9809901430
7.1400000000;-0.9809901430
7.1500000000;-0.9809901430
7.1600000000;-0.9809901430
7.1700000000;-0.9631605408
7.1800000000;-0.9809901430
7.1900000000;-0.9809901430
7.2000000000;-0.9809901430
7.2100000000;-0.9809901430
7.2200000000;-0.9809901430
7.2300000000;-0.9631605408
7.2400000000;-0.9809901430
7.2500000000;-0.9631605408
7.2600000000;-0.9631605408
7.2700000000;-0.9631605408
7.2800000000;-0.9631605408
7.2900000000;-0.9631605408
7.3000000000;-0.9809901430
7.3100000000;-0.9631605408
7.3200000000;-0.9809901430
7.3300000000;-0.9809901430
7.3400000000;-0.9631605408
7.3500000000;-0.9631605408
7.3600000000;-0.9631605408
7.3700000000;-0.9809901430
7.3800000000;-0.9809901430
7.3900000000;-0.9631605408
7.4000000000;-0.9631605408
7.4100000000;-0.9631605408
7.4200000000;-0.9809901430
7.4300000000;-0.9631605408
7.4400000000;-0.9631605408
7.4500000000;-0.9631605408
7.4600000000;-0.9631605408
7.4700000000;-0.9453309386
7.4800000000;-0.9631605408
7.4900000000;-0.9631605408
7.5000000000;-0.9631605408
7.5100000000;-0.9631605408
7.5200000000;-0.9809901430
7.5300000000;-0.9631605408
7.5400000000;-0.9809901430
7.5500000000;-0.9631605408
7.5600000000;-0.9631605408
7.5700000000;-0.9809901430
7.5800000000;-0.9631605408
7.5900000000;-0.9809901430
7.6000000000;-0.9809901430
7.6100000000;-0.9809901430
7.6200000000;-0.9631605408
7.6300000000;-0.9631605408
7.6400000000;-0.9631605408
7.6500000000;-0.9631605408
7.6600000000;-0.9631605408
7.6700000000;-0.9631605408
7.6800000000;-0.9631605408
7.6900000000;-0.9631605408
7.7000000000;-0.9631605408
7.7100000000;-0.9631605408
7.7200000000;-0.9809901430
7.7300000000;-0.9631605408
7.7400000000;-0.9631605408
7.7500000000;-0.9809901430
7.7600000000;-0.9809901430
7.7700000000;-0.9809901430
7.7800000000;-0.9809901430
7.7900000000;-0.9631605408
7.7900255754;-0.9631605408
7.8000127877;-0.9809901430
7.8100255102;-0.9631605408
7.8200127551;-0.9631605408
7.8400000000;-0.9631605408
7.8400254130;-0.9631605408
7.8500127065;-0.9631605408
7.8600253485;-0.9631605408
7.8700126743;-0.9631605408
7.8900000000;-0.9631605408
7.9000000000;-0.9631605408
7.9100000000;-0.9809901430
7.9200000000;-0.9631605408
7.9300000000;-0.9631605408
7.9400000000;-0.9631605408
7.9500000000;-0.9631605408
7.9600000000;-0.9631605408
7.9700000000;-0.9631605408
7.9800000000;-0.9631605408
7.9900000000;-0.9631605408
8.0000000000;-0.9809901430
8.0100000000;-0.9631605408
8.0200000000;-0.9631605408
8.0300000000;-0.9631605408
8.0400000000;-0.9809901430
8.0500000000;-0.9631605408
8.0600000000;-0.9631605408
8.0700000000;-0.9631605408
8.0800000000;-0.9631605408
8.0900000000;-0.9631605408
8.1000000000;-0.9809901430
8.1100000000;-0.9809901430
8.1200000000;-0.9631605408
8.1300000000;-0.9631605408
8.1400000000;-0.9631605408
8.1500000000;-0.9809901430
8.1600000000;-0.9809901430
8.1700000000;-0.9809901430
8.1800000000;-0.9631605408
8.1900000000;-0.9631605408
8.2000000000;-0.9809901430
8.2100000000;-0.9631605408
8.2200000000;-0.9631605408
8.2300000000;-0.9809901430
8.2400000000;-0.9809901430
8.2500000000;-0.9809901430
8.2600000000;-0.9809901430
8.2700000000;-0.9809901430
8.2800000000;-0.9631605408
8.2900000000;-0.9631605408
8.3000000000;-0.9631605408
8.3100000000;-0.9631605408
8.3200000000;-0.9631605408
8.3300000000;-0.9809901430
8.3400000000;-0.9809901430
8.3500000000;-0.9631605408
8.3600000000;-0.9809901430
8.3700000000;-0.9631605408
8.3800000000;-0.9631605408
8.3900000000;-0.9631605408
8.4000000000;-0.9809901430
8.4100000000;-0.9809901430
8.4200000000;-0.9809901430
8.4300000000;-0.9631605408
8.4400000000;-0.9631605408
8.4500000000;-0.9631605408
8.4600000000;-0.9631605408
8.4700000000;-0.9631605408
8.4800000000;-0.9631605408
8.4900000000;-0.9631605408
8.5000000000;-0.9631605408
8.5100000000;-0.9631605408
8.5200000000;-0.9631605408
8.5300000000;-0.9631605408
8.5400000000;-0.9809901430
8.5500000000;-0.9809901430
8.5600000000;-0.9809901430
8.5700000000;-0.9631605408
8.5800000000;-0.9809901430
8.5900000000;-0.9631605408
8.6000000000;-0.9809901430
8.6100000000;-0.9631605408
8.6200000000;-0.9809901430
8.6300000000;-0.9631605408
8.6400000000;-0.9809901430
8.6500000000;-0.9631605408
8.6600000000;-0.9809901430
8.6700000000;-0.9809901430
8.6800000000;-0.9809901430
8.6900000000;-0.9631605408
8.7000000000;-0.9631605408
8.7100000000;-0.9631605408
8.7200000000;-0.9631605408
8.7300000000;-0.9631605408
8.7400000000;-0.9631605408
8.7500000000;-0.9631605408
8.7600000000;-0.9809901430
8.7700000000;-0.9631605408
8.7800000000;-0.9631605408
8.7900000000;-0.9631605408
8.8000000000;-0.9809901430
8.8100000000;-0.9809901430
8.8200000000;-0.9809901430
8.8300000000;-0.9631605408
8.8400000000;-0.9631605408
8.8500000000;-0.9809901430
8.8600000000;-0.9631605408
8.8700000000;-0.9631605408
8.8800000000;-0.9631605408
8.8900000000;-0.9631605408
8.9000000000;-0.9631605408
8.9100000000;-0.9809901430
8.9200000000;-0.9631605408
8.9300000000;-0.9631605408
8.9400000000;-0.9631605408
8.9500000000;-0.9631605408
8.9600000000;-0.9809901430
8.9700000000;-0.9631605408
8.9800000000;-0.9631605408
8.9900000000;-0.9631605408
9.0000000000;-0.9631605408
9.0100000000;-0.9453309386
9.0200000000;-0.9631605408
9.0300000000;-0.9631605408
9.0400000000;-0.9809901430
9.0500000000;-0.9631605408
9.0600000000;-0.9809901430
9.0700000000;-0.9809901430
9.0800000000;-0.9631605408
9.0900000000;-0.9809901430
9.1000000000;-0.9809901430
9.1100000000;-0.9631605408
9.1200000000;-0.9809901430
9.1300000000;-0.9631605408
9.1400000000;-0.9631605408
9.1500000000;-0.9631605408
9.1600000000;-0.9631605408
9.1700000000;-0.9809901430
9.1800000000;-0.9809901430
9.1900000000;-0.9809901430
9.2000000000;-0.9809901430
9.2100000000;-0.9631605408
9.2200000000;-0.9631605408
9.2300000000;-0.9631605408
9.2400000000;-0.9809901430
9.2500000000;-0.9809901430
9.2600000000;-0.9809901430
9.2700000000;-0.9809901430
9.2800000000;-0.9809901430
9.2900000000;-0.9631605408
9.3000000000;-0.9631605408
9.3100000000;-0.9809901430
9.3200000000;-0.9631605408
9.3300000000;-0.9809901430
9.3400000000;-0.9631605408
9.3500000000;-0.9809901430
9.3600000000;-0.9809901430
9.3700000000;-0.9809901430
9.3800000000;-0.9809901430
9.3900000000;-0.9809901430
9.4000000000;-0.9809901430
9.4100000000;-0.9809901430
