Time (s);Fᵧ (N)
2.2800000000;-0.5887388947
2.2900000000;-0.6600573035
2.3000000000;-0.7135461101
2.3100000000;-0.7313757123
2.3200000000;-0.8026941210
2.3300000000;-0.9631605408
2.3400000000;-0.9631605408
2.3500000000;-0.9631605408
2.3600000000;-1.0344789495
2.3700000000;-1.0344789495
2.3800000000;-1.0166493473
2.3900000000;-1.0523085517
2.4000000000;-1.0344789495
2.4100000000;-1.0166493473
2.4200000000;-0.8561829276
2.4300000000;-0.8561829276
2.4400000000;-0.7492053145
2.4500000000;-0.6778869057
2.4600000000;-0.6778869057
2.4700000000;-0.1608284421
2.4800000000;0.1244451930
2.4900000000;0.1779339995
2.5000000000;0.3384004193
2.5100000000;0.9446068938
2.5200000000;0.0352971820
2.5300000000;0.4988668390
2.5400000000;0.6236740544
2.5500000000;0.6236740544
2.5600000000;0.4988668390
2.5700000000;0.4275484302
2.5800000000;0.1779339995
2.5900000000;-0.0003620224
2.6000000000;-0.1251692377
2.6100000000;-0.1429988399
2.6200000000;-0.1429988399
2.6300000000;-0.0538508290
2.6400000000;-0.1429988399
2.6500000000;-0.2143172487
2.6600000000;-0.4104428728
2.6700000000;-0.4639316794
2.6800000000;-0.5530796903
2.6900000000;-0.4282724750
2.7000000000;-0.5352500881
2.7100000000;-0.8026941210
2.7200000000;-0.8383533254
2.7300000000;-0.7848645188
2.7400000000;-0.8383533254
2.7500000000;-0.9988197451
2.7600000000;-1.2127749715
2.7700000000;-1.2484341758
2.7800000000;-1.1949453693
2.7900000000;-1.1949453693
2.8000000000;-1.2662637780
2.8100000000;-1.3019229824
2.8200000000;-1.3019229824
2.8300000000;-1.3197525846
2.8400000000;-1.2662637780
2.8500000000;-1.2662637780
2.8600000000;-1.2662637780
2.8700000000;-1.2662637780
2.8800000000;-1.2484341758
2.8900000000;-1.0523085517
2.9000000000;-1.3375821868
2.9100000000;-1.3197525846
2.9200000000;-1.2306045736
2.9300000000;-1.2127749715
2.9400000000;-1.1949453693
2.9500000000;-1.2306045736
2.9600000000;-1.1414565627
2.9700000000;-1.1057973583
2.9800000000;-1.1771157671
2.9900000000;-1.0879677561
3.0000000000;-1.0523085517
3.0100000000;-1.0523085517
3.0200000000;-1.0523085517
3.0300000000;-1.0166493473
3.0400000000;-1.0166493473
3.0500000000;-0.9988197451
3.0600000000;-1.0166493473
3.0700000000;-1.0344789495
3.0800000000;-1.0701381539
3.0900000000;-1.0701381539
3.1000000000;-1.0523085517
3.1100000000;-1.0523085517
3.1200000000;-1.0523085517
3.1300000000;-1.0344789495
3.1400000000;-1.0344789495
3.1500000000;-1.0344789495
3.1600000000;-1.0166493473
3.1700000000;-0.9988197451
3.1800000000;-0.9988197451
3.1900000000;-0.9988197451
3.2000000000;-0.9988197451
3.2100000000;-1.0166493473
3.2200000000;-0.9809901430
3.2300000000;-0.9809901430
3.2400000000;-0.9809901430
3.2500000000;-0.9631605408
3.2600000000;-0.9453309386
3.2700000000;-0.9453309386
3.2800000000;-0.9453309386
3.2900000000;-0.9453309386
3.3000000000;-0.9453309386
3.3100000000;-0.9453309386
3.3200000000;-0.9453309386
3.3300000000;-0.9453309386
3.3400000000;-0.9453309386
3.3500000000;-0.9453309386
3.3600000000;-0.9631605408
3.3700000000;-0.9631605408
3.3800000000;-0.9453309386
3.3900000000;-0.9453309386
3.4000000000;-0.9453309386
3.4100000000;-0.9453309386
3.4100581395;-0.9631605408
3.4200290698;-0.9809901430
3.4400000000;-0.9988197451
3.4500000000;-1.0166493473
3.4600000000;-0.9988197451
3.4700000000;-0.9988197451
3.4800000000;-1.0166493473
3.4900000000;-1.0166493473
3.5000000000;-0.9988197451
3.5100000000;-0.9988197451
3.5200000000;-0.9988197451
3.5300000000;-1.0166493473
3.5400000000;-0.9988197451
3.5500000000;-1.0166493473
3.5600000000;-1.0166493473
3.5700000000;-1.0166493473
3.5800000000;-0.9988197451
3.5900000000;-0.9988197451
3.6000000000;-0.9809901430
3.6100000000;-0.9809901430
3.6200000000;-0.9809901430
3.6300000000;-0.9631605408
3.6400000000;-0.9631605408
3.6500000000;-0.9631605408
3.6600000000;-0.9453309386
3.6700000000;-0.9631605408
3.6800000000;-0.9631605408
3.6900000000;-0.9631605408
3.7000000000;-0.9631605408
3.7100000000;-0.9631605408
3.7200000000;-0.9631605408
3.7300000000;-0.9631605408
3.7400000000;-0.9631605408
3.7500000000;-0.9631605408
3.7600000000;-0.9453309386
3.7700000000;-0.9453309386
3.7800000000;-0.9631605408
3.7900000000;-0.9631605408
3.8000000000;-0.9809901430
3.8100000000;-0.9809901430
3.8200000000;-0.9988197451
3.8300000000;-0.9809901430
3.8400000000;-0.9988197451
3.8500000000;-0.9809901430
3.8600000000;-0.9988197451
3.8700000000;-0.9988197451
3.8800000000;-0.9988197451
3.8900000000;-0.9988197451
3.9000000000;-1.0166493473
3.9100000000;-1.0166493473
3.9100507614;-0.9988197451
3.9200253807;-0.9988197451
3.9400000000;-0.9988197451
3.9400503778;-0.9988197451
3.9500251889;-0.9988197451
3.9700000000;-1.0166493473
3.9700500000;-0.9988197451
3.9800250000;-0.9809901430
4.0000000000;-0.9988197451
4.0000496278;-0.9988197451
4.0100248139;-0.9988197451
4.0300000000;-0.9988197451
4.0300492611;-0.9988197451
4.0400246305;-0.9809901430
4.0600000000;-0.9809901430
4.0700000000;-0.9631605408
4.0800000000;-0.9809901430
4.0900000000;-0.9809901430
4.0900485437;-0.9809901430
4.1000242718;-0.9631605408
4.1200000000;-0.9809901430
4.1200481928;-0.9809901430
4.1300240964;-0.9809901430
4.1500000000;-0.9809901430
4.1600000000;-0.9631605408
4.1700000000;-0.9809901430
4.1800000000;-0.9809901430
4.1900000000;-0.9809901430
4.1900473934;-0.9809901430
4.2000236967;-0.9809901430
4.2200000000;-0.9809901430
4.2300000000;-0.9809901430
4.2400000000;-0.9809901430
4.2500000000;-0.9809901430
4.2600000000;-0.9988197451
4.2700000000;-0.9809901430
4.2800000000;-0.9809901430
4.2900000000;-0.9809901430
4.3000000000;-0.9988197451
4.3100000000;-0.9988197451
4.3200000000;-0.9988197451
4.3300000000;-0.9988197451
4.3400000000;-0.9988197451
4.3500000000;-1.0166493473
4.3600000000;-0.9988197451
4.3700000000;-0.9988197451
4.3800000000;-0.9809901430
4.3900000000;-0.9988197451
4.4000000000;-0.9988197451
4.4100000000;-0.9809901430
4.4200000000;-0.9809901430
4.4300000000;-0.9809901430
4.4400000000;-0.9809901430
4.4500000000;-0.9809901430
4.4600000000;-0.9809901430
4.4700000000;-0.9809901430
4.4800000000;-0.9809901430
4.4900000000;-0.9809901430
4.5000000000;-0.9809901430
4.5100000000;-0.9809901430
4.5200000000;-0.9988197451
4.5300000000;-0.9809901430
4.5400000000;-0.9809901430
4.5500000000;-0.9809901430
4.5600000000;-0.9809901430
4.5700000000;-0.9988197451
4.5800000000;-0.9809901430
4.5900000000;-0.9809901430
4.6000000000;-0.9809901430
4.6100000000;-0.9809901430
4.6200000000;-0.9631605408
4.6300000000;-0.9809901430
4.6400000000;-0.9809901430
4.6500000000;-0.9809901430
4.6600000000;-0.9988197451
4.6700000000;-0.9988197451
4.6800000000;-0.9988197451
4.6900000000;-0.9988197451
4.7000000000;-0.9988197451
4.7100000000;-0.9809901430
4.7200000000;-0.9988197451
4.7300000000;-0.9809901430
4.7400000000;-0.9809901430
4.7500000000;-0.9809901430
4.7600000000;-0.9988197451
4.7700000000;-0.9988197451
4.7800000000;-0.9988197451
4.7900000000;-0.9988197451
4.8000000000;-0.9988197451
4.8100000000;-0.9809901430
4.8200000000;-0.9809901430
4.8300000000;-0.9809901430
4.8400000000;-0.9809901430
4.8500000000;-0.9988197451
4.8600000000;-0.9988197451
4.8700000000;-0.9988197451
4.8800000000;-0.9809901430
4.8900000000;-0.9809901430
4.9000000000;-0.9809901430
4.9000405680;-0.9809901430
4.9100202840;-0.9809901430
4.9300000000;-0.9988197451
4.9300403226;-0.9809901430
4.9400201613;-0.9809901430
4.9600000000;-0.9809901430
4.9700000000;-0.9809901430
4.9800000000;-0.9809901430
4.9900000000;-0.9809901430
5.0000000000;-0.9809901430
5.0100000000;-0.9631605408
5.0200000000;-0.9809901430
5.0200396040;-0.9809901430
5.0300198020;-0.9809901430
5.0500000000;-0.9988197451
5.0500393701;-0.9988197451
5.0600196850;-0.9988197451
5.0800000000;-0.9809901430
5.0800391389;-0.9988197451
5.0900195695;-0.9988197451
5.1100000000;-0.9988197451
5.1200000000;-0.9988197451
5.1300000000;-0.9988197451
5.1400000000;-0.9809901430
5.1500000000;-0.9809901430
5.1600000000;-0.9809901430
5.1700000000;-0.9809901430
5.1800000000;-0.9988197451
5.1900000000;-0.9988197451
5.2000000000;-0.9988197451
5.2100000000;-0.9988197451
5.2200000000;-0.9988197451
5.2300000000;-0.9988197451
5.2400000000;-0.9988197451
5.2500000000;-0.9988197451
5.2600000000;-0.9809901430
5.2700000000;-0.9988197451
5.2800000000;-0.9809901430
5.2900000000;-0.9809901430
5.3000000000;-0.9809901430
5.3100000000;-0.9809901430
5.3200000000;-0.9809901430
5.3300000000;-0.9809901430
5.3400000000;-0.9988197451
5.3500000000;-0.9809901430
5.3600000000;-0.9809901430
5.3700000000;-0.9809901430
5.3800000000;-0.9809901430
5.3900000000;-0.9809901430
5.4000000000;-0.9809901430
5.4100000000;-0.9809901430
5.4200000000;-0.9988197451
5.4300000000;-0.9809901430
5.4400000000;-0.9809901430
5.4500000000;-0.9988197451
5.4600000000;-0.9988197451
5.4700000000;-0.9988197451
5.4800000000;-0.9988197451
5.4900000000;-0.9988197451
5.5000000000;-0.9988197451
5.5100000000;-0.9809901430
5.5200000000;-0.9988197451
5.5300000000;-0.9988197451
5.5400000000;-0.9809901430
5.5500000000;-0.9809901430
5.5600000000;-0.9988197451
5.5700000000;-0.9988197451
5.5800000000;-0.9988197451
5.5900000000;-0.9988197451
5.6000000000;-1.0166493473
5.6100000000;-0.9988197451
5.6200000000;-0.9988197451
5.6300000000;-0.9988197451
5.6400000000;-0.9988197451
5.6500000000;-0.9988197451
5.6600000000;-0.9988197451
5.6700000000;-0.9988197451
5.6800000000;-0.9988197451
5.6900000000;-0.9988197451
5.7000000000;-0.9809901430
5.7100000000;-0.9988197451
5.7200000000;-0.9988197451
5.7300000000;-0.9988197451
5.7400000000;-0.9988197451
5.7500000000;-0.9988197451
5.7600000000;-0.9809901430
5.7700000000;-0.9809901430
5.7800000000;-0.9809901430
5.7900000000;-0.9809901430
5.8000000000;-0.9809901430
5.8100000000;-0.9809901430
5.8200000000;-0.9809901430
5.8300000000;-0.9988197451
5.8400000000;-0.9809901430
5.8500000000;-0.9988197451
5.8600000000;-0.9809901430
5.8700000000;-0.9809901430
5.8800000000;-0.9988197451
5.8900000000;-0.9809901430
5.9000000000;-0.9988197451
5.9100000000;-0.9809901430
5.9200000000;-0.9809901430
5.9300000000;-0.9809901430
5.9400000000;-0.9809901430
5.9500000000;-0.9809901430
5.9600000000;-0.9988197451
5.9700000000;-0.9809901430
5.9800000000;-0.9809901430
5.9900000000;-0.9809901430
6.0000000000;-0.9988197451
6.0100000000;-0.9988197451
6.0200000000;-0.9988197451
6.0300000000;-0.9988197451
6.0400000000;-0.9809901430
6.0500000000;-0.9809901430
6.0600000000;-0.9809901430
6.0700000000;-0.9988197451
6.0800000000;-0.9809901430
6.0900000000;-0.9988197451
6.1000000000;-0.9988197451
6.1100000000;-0.9988197451
6.1200000000;-0.9809901430
6.1300000000;-0.9809901430
6.1400000000;-0.9809901430
6.1500000000;-0.9809901430
6.1600000000;-0.9809901430
6.1700000000;-0.9809901430
6.1800000000;-0.9809901430
6.1900000000;-0.9809901430
6.2000000000;-0.9809901430
6.2100000000;-0.9809901430
6.2200000000;-0.9809901430
6.2300000000;-0.9988197451
6.2400000000;-0.9988197451
6.2500000000;-0.9809901430
6.2600000000;-0.9988197451
6.2700000000;-0.9809901430
6.2800000000;-0.9809901430
6.2900000000;-0.9988197451
6.3000000000;-0.9988197451
6.3100000000;-0.9809901430
6.3200000000;-0.9809901430
6.3300000000;-0.9809901430
6.3400000000;-0.9988197451
6.3500000000;-0.9988197451
6.3600000000;-0.9988197451
6.3700000000;-0.9809901430
6.3800000000;-0.9988197451
6.3900000000;-0.9988197451
6.4000000000;-0.9988197451
6.4100000000;-0.9988197451
6.4200000000;-0.9809901430
6.4300000000;-0.9809901430
6.4400000000;-0.9988197451
6.4500000000;-0.9988197451
6.4600000000;-0.9988197451
6.4700000000;-0.9988197451
6.4800000000;-0.9988197451
6.4900000000;-0.9988197451
6.5000000000;-0.9988197451
6.5100000000;-0.9988197451
6.5200000000;-0.9809901430
6.5300000000;-0.9988197451
6.5400000000;-0.9988197451
6.5500000000;-0.9809901430
6.5600000000;-0.9809901430
6.5700000000;-0.9809901430
6.5800000000;-0.9809901430
6.5900000000;-0.9809901430
6.6000000000;-0.9809901430
6.6100000000;-0.9988197451
6.6200000000;-0.9809901430
6.6300000000;-0.9809901430
6.6400000000;-0.9988197451
6.6500000000;-0.9988197451
6.6600000000;-0.9809901430
6.6700000000;-0.9809901430
6.6800000000;-0.9809901430
6.6900000000;-0.9809901430
6.7000000000;-0.9988197451
6.7100000000;-0.9809901430
6.7200000000;-0.9809901430
6.7300000000;-0.9809901430
6.7400000000;-0.9809901430
6.7500000000;-0.9809901430
6.7600000000;-0.9988197451
6.7700000000;-0.9809901430
6.7800000000;-0.9988197451
6.7900000000;-0.9809901430
6.8000000000;-0.9809901430
6.8100000000;-0.9988197451
6.8200000000;-0.9988197451
6.8300000000;-0.9988197451
6.8400000000;-0.9988197451
6.8500000000;-0.9988197451
6.8600000000;-0.9988197451
6.8700000000;-0.9988197451
6.8800000000;-0.9988197451
6.8900000000;-0.9809901430
6.9000000000;-0.9809901430
6.9100000000;-0.9809901430
6.9200000000;-0.9988197451
6.9300000000;-0.9988197451
6.9400000000;-0.9809901430
6.9500000000;-0.9988197451
6.9600000000;-0.9988197451
6.9700000000;-0.9988197451
6.9800000000;-0.9988197451
6.9900000000;-0.9988197451
7.0000000000;-0.9988197451
7.0100000000;-0.9988197451
7.0200000000;-0.9809901430
7.0300000000;-0.9809901430
7.0400000000;-0.9988197451
7.0500000000;-0.9809901430
7.0600000000;-0.9988197451
7.0700000000;-0.9988197451
7.0800000000;-0.9988197451
7.0900000000;-0.9809901430
7.1000000000;-0.9988197451
7.1100000000;-0.9809901430
7.1200000000;-0.9988197451
7.1300000000;-0.9809901430
7.1400000000;-0.9809901430
7.1500000000;-0.9809901430
7.1600000000;-0.9809901430
7.1700000000;-0.9809901430
7.1800000000;-0.9809901430
7.1900000000;-0.9809901430
7.2000000000;-0.9988197451
7.2100000000;-0.9988197451
7.2200000000;-0.9988197451
7.2300000000;-0.9809901430
7.2400000000;-0.9809901430
7.2500000000;-0.9988197451
7.2600000000;-0.9809901430
7.2700000000;-0.9809901430
7.2800000000;-0.9988197451
7.2900000000;-0.9988197451
7.3000000000;-0.9988197451
7.3100000000;-0.9988197451
7.3200000000;-0.9988197451
7.3300000000;-0.9988197451
7.3400000000;-0.9988197451
7.3500000000;-0.9988197451
7.3600000000;-0.9988197451
7.3700000000;-0.9988197451
7.3800000000;-0.9809901430
7.3900000000;-0.9809901430
7.4000000000;-0.9988197451
7.4100000000;-0.9988197451
7.4200000000;-0.9809901430
7.4300000000;-0.9988197451
7.4400000000;-0.9988197451
7.4500000000;-0.9809901430
7.4600000000;-0.9988197451
7.4700000000;-0.9809901430
7.4800000000;-0.9809901430
7.4900000000;-0.9988197451
7.5000000000;-0.9988197451
7.5100000000;-0.9988197451
7.5200000000;-0.9988197451
7.5300000000;-0.9988197451
7.5400000000;-0.9988197451
7.5500000000;-0.9988197451
7.5600000000;-0.9809901430
7.5700000000;-0.9809901430
7.5800000000;-0.9809901430
7.5900000000;-0.9809901430
7.6000000000;-0.9809901430
7.6100000000;-0.9809901430
7.6200000000;-0.9988197451
7.6300000000;-0.9809901430
7.6400000000;-0.9988197451
7.6500000000;-0.9988197451
7.6600000000;-0.9809901430
7.6700000000;-0.9988197451
7.6800000000;-0.9988197451
7.6900000000;-0.9809901430
7.7000000000;-0.9809901430
7.7100000000;-0.9809901430
7.7200000000;-0.9809901430
7.7300000000;-0.9988197451
7.7400000000;-0.9988197451
7.7500000000;-0.9988197451
7.7600000000;-0.9809901430
7.7700000000;-0.9809901430
7.7800000000;-0.9809901430
7.7900000000;-0.9988197451
7.8000000000;-0.9988197451
7.8100000000;-0.9988197451
7.8200000000;-0.9988197451
7.8300000000;-0.9988197451
7.8400000000;-0.9809901430
7.8500000000;-0.9809901430
7.8600000000;-0.9809901430
7.8700000000;-0.9809901430
7.8800000000;-0.9809901430
7.8900000000;-0.9988197451
7.9000000000;-0.9988197451
7.9100000000;-0.9809901430
7.9200000000;-0.9809901430
7.9300000000;-0.9809901430
7.9400000000;-0.9809901430
7.9500000000;-0.9809901430
7.9600000000;-0.9809901430
7.9700000000;-0.9809901430
7.9800000000;-0.9809901430
7.9900000000;-0.9809901430
8.0000000000;-0.9809901430
8.0100000000;-0.9809901430
8.0200000000;-0.9809901430
8.0300000000;-0.9809901430
8.0400000000;-0.9809901430
8.0500000000;-0.9988197451
8.0600000000;-0.9988197451
8.0700000000;-0.9809901430
8.0800000000;-0.9988197451
8.0900000000;-0.9809901430
8.1000000000;-0.9809901430
8.1100000000;-0.9988197451
8.1200000000;-0.9988197451
8.1300000000;-0.9809901430
8.1400000000;-0.9988197451
8.1500000000;-0.9809901430
8.1600000000;-0.9809901430
8.1700000000;-0.9809901430
8.1800000000;-0.9809901430
8.1900000000;-0.9809901430
8.2000000000;-0.9809901430
8.2100000000;-0.9809901430
8.2200000000;-0.9809901430
8.2300000000;-0.9809901430
8.2400000000;-0.9988197451
8.2500000000;-0.9988197451
8.2600000000;-0.9988197451
8.2700000000;-0.9988197451
8.2800000000;-0.9809901430
8.2900000000;-0.9809901430
8.3000000000;-0.9988197451
8.3100000000;-0.9988197451
8.3200000000;-0.9809901430
8.3300000000;-0.9809901430
8.3400000000;-0.9809901430
8.3500000000;-0.9809901430
8.3600000000;-0.9809901430
8.3700000000;-0.9809901430
8.3800000000;-0.9809901430
8.3900000000;-0.9809901430
8.4000000000;-0.9809901430
8.4100000000;-0.9809901430
8.4200000000;-0.9988197451
8.4300000000;-0.9988197451
8.4400000000;-0.9809901430
8.4500000000;-0.9988197451
8.4600000000;-0.9809901430
8.4700000000;-0.9809901430
8.4800000000;-0.9809901430
8.4900000000;-0.9809901430
8.5000000000;-0.9809901430
8.5100000000;-0.9809901430
8.5200000000;-0.9809901430
8.5300000000;-0.9809901430
8.5400000000;-0.9988197451
8.5500000000;-0.9809901430
8.5600000000;-0.9988197451
8.5700000000;-0.9988197451
8.5800000000;-0.9809901430
8.5900000000;-0.9809901430
8.6000000000;-0.9809901430
8.6100000000;-0.9988197451
8.6200000000;-0.9988197451
8.6300000000;-0.9988197451
8.6400000000;-0.9809901430
8.6500000000;-0.9988197451
8.6600000000;-0.9809901430
8.6700000000;-0.9809901430
8.6800000000;-0.9809901430
8.6900000000;-0.9809901430
8.7000000000;-0.9988197451
8.7100000000;-0.9809901430
8.7200000000;-0.9809901430
8.7300000000;-0.9988197451
8.7400000000;-0.9809901430
8.7500000000;-0.9809901430
8.7600000000;-0.9809901430
8.7700000000;-0.9809901430
8.7800000000;-0.9809901430
8.7900000000;-0.9809901430
8.8000000000;-0.9988197451
8.8100000000;-0.9809901430
8.8200000000;-0.9988197451
8.8300000000;-0.9809901430
8.8400000000;-0.9988197451
8.8500000000;-0.9809901430
8.8600000000;-0.9809901430
8.8700000000;-0.9809901430
8.8800000000;-0.9809901430
8.8900000000;-0.9809901430
8.9000000000;-0.9631605408
8.9100000000;-0.9631605408
8.9200000000;-0.9809901430
8.9300000000;-0.9809901430
8.9400000000;-0.9809901430
8.9500000000;-0.9809901430
8.9600000000;-0.9988197451
8.9700000000;-0.9988197451
8.9800000000;-0.9988197451
8.9900000000;-0.9988197451
9.0000000000;-0.9988197451
9.0100000000;-1.0166493473
9.0200000000;-0.9988197451
9.0300000000;-0.9809901430
9.0400000000;-0.9988197451
9.0500000000;-0.9809901430
9.0600000000;-0.9809901430
9.0700000000;-0.9988197451
9.0800000000;-0.9988197451
9.0900000000;-0.9988197451
9.1000000000;-0.9809901430
9.1100000000;-0.9988197451
9.1200000000;-0.9809901430
9.1300000000;-0.9809901430
9.1400000000;-0.9809901430
9.1500000000;-0.9988197451
9.1600000000;-0.9809901430
9.1700000000;-0.9988197451
9.1800000000;-0.9988197451
9.1900000000;-0.9988197451
9.2000000000;-1.0166493473
9.2100000000;-1.0344789495
9.2200000000;-1.0523085517
9.2300000000;-1.0523085517
9.2400000000;-1.0879677561
9.2500000000;-1.1057973583
9.2600000000;-1.0166493473
9.2700000000;-1.0523085517
9.2800000000;-1.1057973583
9.2900000000;-1.0166493473
9.3000000000;-1.1592861649
9.3100000000;-1.0879677561
